coordinate_px,wavelength_nm,level,intensity,raw_intensity_w
817.5932922085501,779.9342296793922,340,0.00014827157905347222,0.00014827157905347222
817.5932922085501,779.9342296793922,360,7.120627828339674e-05,7.120627828339674e-05
817.5932922085501,779.9342296793922,380,1.0676166689492007e-05,1.0676166689492007e-05
817.5932922085501,779.9342296793922,400,0.0,0.0
817.5932922085501,779.9342296793922,420,9.629959634412121e-06,9.629959634412121e-06
817.5932922085501,779.9342296793922,440,7.399370894399624e-05,7.399370894399624e-05
817.5932922085501,779.9342296793922,460,0.00019320503112631139,0.00019320503112631139
817.5932922085501,779.9342296793922,480,0.0003334371756541038,0.0003334371756541038
817.5932922085501,779.9342296793922,500,0.0005018416471357657,0.0005018416471357657
817.5932922085501,779.9342296793922,520,0.0006682347234482584,0.0006682347234482584
817.5932922085501,779.9342296793922,540,0.0008780062474151043,0.0008780062474151043
817.5932922085501,779.9342296793922,560,0.0011312030577051452,0.0011312030577051452
817.5932922085501,779.9342296793922,580,0.001387579966331703,0.001387579966331703
817.5932922085501,779.9342296793922,600,0.0016523087868686478,0.0016523087868686478
817.5932922085501,779.9342296793922,620,0.0018984348500768215,0.0018984348500768215
817.5932922085501,779.9342296793922,640,0.0021735066923713256,0.0021735066923713256
817.5932922085501,779.9342296793922,660,0.002407193368981004,0.002407193368981004
817.5932922085501,779.9342296793922,680,0.002625405554335652,0.002625405554335652
817.5932922085501,779.9342296793922,700,0.0028371827241885214,0.0028371827241885214
817.5932922085501,779.9342296793922,720,0.0030197596200331562,0.0030197596200331562
817.5932922085501,779.9342296793922,740,0.003184838876854066,0.003184838876854066
817.5932922085501,779.9342296793922,760,0.0033227498485266407,0.0033227498485266407
817.5932922085501,779.9342296793922,780,0.0034421793912758846,0.0034421793912758846
817.5932922085501,779.9342296793922,800,0.003536228313260874,0.003536228313260874
817.5932922085501,779.9342296793922,820,0.0036126669328411915,0.0036126669328411915
817.5932922085501,779.9342296793922,840,0.0036563366968440894,0.0036563366968440894
817.5932922085501,779.9342296793922,860,0.0036883605757606166,0.0036883605757606166
817.5932922085501,779.9342296793922,880,0.003675253692413264,0.003675253692413264
817.5932922085501,779.9342296793922,900,0.0036501715197972853,0.0036501715197972853
817.5932922085501,779.9342296793922,920,0.003592167614394668,0.003592167614394668
817.5932922085501,779.9342296793922,940,0.0035193971884639025,0.0035193971884639025
817.5932922085501,779.9342296793922,950,0.0034857411212636416,0.0034857411212636416
862.5932922085501,779.6816657221399,340,0.00019121106220595073,0.00019121106220595073
862.5932922085501,779.6816657221399,360,9.090206808450821e-05,9.090206808450821e-05
862.5932922085501,779.6816657221399,380,2.219495908285698e-05,2.219495908285698e-05
862.5932922085501,779.6816657221399,400,1.2845144064909785e-06,1.2845144064909785e-06
862.5932922085501,779.6816657221399,420,1.866240117647834e-05,1.866240117647834e-05
862.5932922085501,779.6816657221399,440,9.45437099002203e-05,9.45437099002203e-05
862.5932922085501,779.6816657221399,460,0.00022986660465357527,0.00022986660465357527
862.5932922085501,779.6816657221399,480,0.00038732018068680463,0.00038732018068680463
862.5932922085501,779.6816657221399,500,0.0005819989866647721,0.0005819989866647721
862.5932922085501,779.6816657221399,520,0.0007721100618061698,0.0007721100618061698
862.5932922085501,779.6816657221399,540,0.0010242308332002272,0.0010242308332002272
862.5932922085501,779.6816657221399,560,0.0013125337584849687,0.0013125337584849687
862.5932922085501,779.6816657221399,580,0.001594157015674916,0.001594157015674916
862.5932922085501,779.6816657221399,600,0.0018980247478615053,0.0018980247478615053
862.5932922085501,779.6816657221399,620,0.002189694533659662,0.002189694533659662
862.5932922085501,779.6816657221399,640,0.002485401126050395,0.002485401126050395
862.5932922085501,779.6816657221399,660,0.0027716891561002563,0.0027716891561002563
862.5932922085501,779.6816657221399,680,0.003030459386362757,0.003030459386362757
862.5932922085501,779.6816657221399,700,0.003267563833832196,0.003267563833832196
862.5932922085501,779.6816657221399,720,0.003469164482718954,0.003469164482718954
862.5932922085501,779.6816657221399,740,0.0036602855719349366,0.0036602855719349366
862.5932922085501,779.6816657221399,760,0.00380891804069437,0.00380891804069437
862.5932922085501,779.6816657221399,780,0.0039419233654381155,0.0039419233654381155
862.5932922085501,779.6816657221399,800,0.004052139358049568,0.004052139358049568
862.5932922085501,779.6816657221399,820,0.004132811497804807,0.004132811497804807
862.5932922085501,779.6816657221399,840,0.004193855508283506,0.004193855508283506
862.5932922085501,779.6816657221399,860,0.004216981912402078,0.004216981912402078
862.5932922085501,779.6816657221399,880,0.004214621713780018,0.004214621713780018
862.5932922085501,779.6816657221399,900,0.0041857963917311765,0.0041857963917311765
862.5932922085501,779.6816657221399,920,0.004145745241103005,0.004145745241103005
862.5932922085501,779.6816657221399,940,0.00406596245244708,0.00406596245244708
862.5932922085501,779.6816657221399,950,0.004015353043501097,0.004015353043501097
907.5932922085501,779.4291017648876,340,0.00021168676185717922,0.00021168676185717922
907.5932922085501,779.4291017648876,360,0.00010283168164976501,0.00010283168164976501
907.5932922085501,779.4291017648876,380,2.5473452160696504e-05,2.5473452160696504e-05
907.5932922085501,779.4291017648876,400,2.1989702363480997e-06,2.1989702363480997e-06
907.5932922085501,779.4291017648876,420,2.098574855545802e-05,2.098574855545802e-05
907.5932922085501,779.4291017648876,440,9.511554229952126e-05,9.511554229952126e-05
907.5932922085501,779.4291017648876,460,0.00023418249714446447,0.00023418249714446447
907.5932922085501,779.4291017648876,480,0.00041168106749729877,0.00041168106749729877
907.5932922085501,779.4291017648876,500,0.0006226653438768302,0.0006226653438768302
907.5932922085501,779.4291017648876,520,0.0008171948017142132,0.0008171948017142132
907.5932922085501,779.4291017648876,540,0.0010823450296137496,0.0010823450296137496
907.5932922085501,779.4291017648876,560,0.0013632454016193458,0.0013632454016193458
907.5932922085501,779.4291017648876,580,0.0017096765049859704,0.0017096765049859704
907.5932922085501,779.4291017648876,600,0.0020179521483133737,0.0020179521483133737
907.5932922085501,779.4291017648876,620,0.0023527501957406024,0.0023527501957406024
907.5932922085501,779.4291017648876,640,0.0026412745733234867,0.0026412745733234867
907.5932922085501,779.4291017648876,660,0.002956975214272744,0.002956975214272744
907.5932922085501,779.4291017648876,680,0.0032317174173591957,0.0032317174173591957
907.5932922085501,779.4291017648876,700,0.0035012575053044556,0.0035012575053044556
907.5932922085501,779.4291017648876,720,0.0037314158209893256,0.0037314158209893256
907.5932922085501,779.4291017648876,740,0.0039373819027208575,0.0039373819027208575
907.5932922085501,779.4291017648876,760,0.004113275909439329,0.004113275909439329
907.5932922085501,779.4291017648876,780,0.0042679492364040466,0.0042679492364040466
907.5932922085501,779.4291017648876,800,0.004387657260178643,0.004387657260178643
907.5932922085501,779.4291017648876,820,0.004487515901016855,0.004487515901016855
907.5932922085501,779.4291017648876,840,0.004552597394250742,0.004552597394250742
907.5932922085501,779.4291017648876,860,0.004581877471081736,0.004581877471081736
907.5932922085501,779.4291017648876,880,0.004567898986795842,0.004567898986795842
907.5932922085501,779.4291017648876,900,0.004546831349414947,0.004546831349414947
907.5932922085501,779.4291017648876,920,0.004482551596268947,0.004482551596268947
907.5932922085501,779.4291017648876,940,0.0044017719258147145,0.0044017719258147145
907.5932922085501,779.4291017648876,950,0.004352866493507709,0.004352866493507709
952.5932922085501,779.1765378076353,340,0.00021935963013989092,0.00021935963013989092
952.5932922085501,779.1765378076353,360,0.00010140508918904444,0.00010140508918904444
