block,pairs,v,x_2,w_2,x_3,w_3,x_4,w_4,x_5,w_5,x_6,w_6,dark_v,voltage_mean_v,voltage_std_v,std_ratio,pred_v
2,4,0.26,0,0,0,0,0.26,0.26,0,0,0,0,-9.68790041e-05,0.00235698994,0.000193186567,0.0819633,0.00250673133
2,4,0.42,0,0,0,0,0.42,0.42,0,0,0,0,-9.68790041e-05,0.00643028027,0.000320639086,0.0498639,0.00652902265
2,4,0.58,0,0,0,0,0.58,0.58,0,0,0,0,-9.68790041e-05,0.0125175,0.000479746329,0.038326,0.0124405996
2,4,0.74,0,0,0,0,0.74,0.74,0,0,0,0,-9.68790041e-05,0.0201694444,0.000696821512,0.0345484,0.0202414623
2,4,0.9,0,0,0,0,0.9,0.9,0,0,0,0,-9.68790041e-05,0.029436196,0.000737575484,0.0250568,0.0299316106
3,5,0.1,0,0,0,0,0,0,0.1,0.1,0,0,-9.68790041e-05,0.000408993972,8.9325929e-05,0.218404,0.000464045684
3,5,0.26,0,0,0,0,0,0,0.26,0.26,0,0,-9.68790041e-05,0.00307847984,0.000214794956,0.0697731,0.003115912
3,5,0.42,0,0,0,0,0,0,0.42,0.42,0,0,-9.68790041e-05,0.00833923748,0.000414099036,0.0496567,0.00811780075
3,5,0.58,0,0,0,0,0,0,0.58,0.58,0,0,-9.68790041e-05,0.0161034806,0.000580423295,0.0360433,0.0154697119
3,5,0.74,0,0,0,0,0,0,0.74,0.74,0,0,-9.68790041e-05,0.0254045636,0.000742547895,0.0292289,0.0251716455
3,5,0.9,0,0,0,0,0,0,0.9,0.9,0,0,-9.68790041e-05,0.0366249111,0.000935665441,0.0255472,0.0372236016
4,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,-9.68790041e-05,0.000727624113,0.000113091418,0.155426,0.000659967072
4,6,0.26,0,0,0,0,0,0,0,0,0.26,0.26,-9.68790041e-05,0.00453164679,0.000295191109,0.0651399,0.00442101828
4,6,0.42,0,0,0,0,0,0,0,0,0.42,0.42,-9.68790041e-05,0.0125182496,0.000654973307,0.0523215,0.0115114281
4,6,0.58,0,0,0,0,0,0,0,0,0.58,0.58,-9.68790041e-05,0.023041598,0.000816843748,0.0354508,0.0219311966
4,6,0.74,0,0,0,0,0,0,0,0,0.74,0.74,-9.68790041e-05,0.0362922576,0.00108419339,0.029874,0.0356803237
4,6,0.9,0,0,0,0,0,0,0,0,0.9,0.9,-9.68790041e-05,0.0523077267,0.00115691387,0.0221175,0.0527588094
5,2+3,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,-9.68790041e-05,0.00150708756,0.000152842651,0.101416,0.00125094954
5,2+3,0.26,0.26,0.26,0.26,0.26,0,0,0,0,0,0,-9.68790041e-05,0.00903065971,0.000418094139,0.0462972,0.00842946576
5,2+3,0.42,0.42,0.42,0.42,0.42,0,0,0,0,0,0,-9.68790041e-05,0.0240847548,0.000567660516,0.0235693,0.0219796705
5,2+3,0.58,0.58,0.58,0.58,0.58,0,0,0,0,0,0,-9.68790041e-05,0.0455197532,0.00100064199,0.0219826,0.0419015638
5,2+3,0.74,0.74,0.74,0.74,0.74,0,0,0,0,0,0,-9.68790041e-05,0.0730192959,0.00158476252,0.0217033,0.0681951456
5,2+3,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,-9.68790041e-05,0.103230433,0.000975507115,0.0094498,0.100860416
6,2+4,0.1,0.1,0.1,0,0,0.1,0.1,0,0,0,0,-9.68790041e-05,0.000817815521,0.000126349771,0.154497,0.000806544721
6,2+4,0.26,0.26,0.26,0,0,0.26,0.26,0,0,0,0,-9.68790041e-05,0.00526471798,0.000310818443,0.059038,0.00541984447
6,2+4,0.42,0.42,0.42,0,0,0.42,0.42,0,0,0,0,-9.68790041e-05,0.0138888786,0.000551503224,0.0397083,0.0141227789
6,2+4,0.58,0.58,0.58,0,0,0.58,0.58,0,0,0,0,-9.68790041e-05,0.0263635036,0.000860426435,0.032637,0.0269153481
6,2+4,0.74,0.74,0.74,0,0,0.74,0.74,0,0,0,0,-9.68790041e-05,0.0424265191,0.00115073489,0.027123,0.0437975519
6,2+4,0.9,0.9,0.9,0,0,0.9,0.9,0,0,0,0,-9.68790041e-05,0.0635901062,0.00151281021,0.02379,0.0647693904
7,2+5,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0,0,-9.68790041e-05,7.91511377e-05,6.69186343e-05,0.845454,0.000178448479
7,2+5,0.26,0.26,0.26,0,0,0,0,0.26,0.26,0,0,-9.68790041e-05,0.00102122565,0.00014213557,0.139181,0.00117253123
7,2+5,0.42,0.42,0.42,0,0,0,0,0.42,0.42,0,0,-9.68790041e-05,0.00269723756,0.000233153192,0.0864415,0.0030386942
7,2+5,0.58,0.58,0.58,0,0,0,0,0.58,0.58,0,0,-9.68790041e-05,0.00538898012,0.000450613719,0.0836176,0.00577693739
7,2+5,0.74,0.74,0.74,0,0,0,0,0.74,0.74,0,0,-9.68790041e-05,0.00869681559,0.000439325207,0.0505156,0.0093872608
7,2+5,0.9,0.9,0.9,0,0,0,0,0.9,0.9,0,0,-9.68790041e-05,0.0127643199,0.000559555074,0.0438374,0.0138696644
8,2+6,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0.1,-9.68790041e-05,0.000330997967,8.63672867e-05,0.26093,0.000326564171
8,2+6,0.26,0.26,0.26,0,0,0,0,0,0,0.26,0.26,-9.68790041e-05,0.002203734,0.000199659968,0.0906008,0.00215447099
8,2+6,0.42,0.42,0.42,0,0,0,0,0,0,0.42,0.42,-9.68790041e-05,0.00578236972,0.00036062766,0.0623668,0.00558902908
8,2+6,0.58,0.58,0.58,0,0,0,0,0,0,0.58,0.58,-9.68790041e-05,0.0106437955,0.000534637377,0.05023,0.0106302384
8,2+6,0.74,0.74,0.74,0,0,0,0,0,0,0.74,0.74,-9.68790041e-05,0.0180673421,0.000938856706,0.0519643,0.017278099
8,2+6,0.9,0.9,0.9,0,0,0,0,0,0,0.9,0.9,-9.68790041e-05,0.0264265156,0.000884535298,0.0334715,0.0255326109
9,3+4,0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,-9.68790041e-05,0.00144951407,0.000149222721,0.102947,0.00101909762
9,3+4,0.26,0,0,0.26,0.26,0.26,0.26,0,0,0,0,-9.68790041e-05,0.00884543891,0.000450377408,0.0509163,0.00685523627
9,3+4,0.42,0,0,0.42,0.42,0.42,0.42,0,0,0,0,-9.68790041e-05,0.0235013322,0.000710353498,0.0302261,0.0178674764
9,3+4,0.58,0,0,0.58,0.58,0.58,0.58,0,0,0,0,-9.68790041e-05,0.0449138518,0.00119132147,0.0265246,0.034055818
9,3+4,0.74,0,0,0.74,0.74,0.74,0.74,0,0,0,0,-9.68790041e-05,0.0721143196,0.00160947895,0.0223184,0.055420261
9,3+4,0.9,0,0,0.9,0.9,0.9,0.9,0,0,0,0,-9.68790041e-05,0.102954557,0.00100051383,0.00971801,0.0819608056
10,3+5,0.1,0,0,0.1,0.1,0,0,0.1,0.1,0,0,-9.68790041e-05,0.000467975665,9.28371978e-05,0.19838,0.000353132564
10,3+5,0.26,0,0,0.26,0.26,0,0,0.26,0.26,0,0,-9.68790041e-05,0.00345400904,0.000264567308,0.0765972,0.00235192982
10,3+5,0.42,0,0,0.42,0.42,0,0,0.42,0.42,0,0,-9.68790041e-05,0.00914934801,0.000442234341,0.0483351,0.00611538573
10,3+5,0.58,0,0,0.58,0.58,0,0,0.58,0.58,0,0,-9.68790041e-05,0.0175024874,0.000688074895,0.039313,0.0116435003
10,3+5,0.74,0,0,0.74,0.74,0,0,0.74,0.74,0,0,-9.68790041e-05,0.0282311956,0.000846934608,0.03,0.0189362735
10,3+5,0.9,0,0,0.9,0.9,0,0,0.9,0.9,0,0,-9.68790041e-05,0.0410086108,0.00102579919,0.0250142,0.0279937054
11,3+6,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0.1,-9.68790041e-05,-6.33462079e-06,6.67811775e-05,10.5423,0.000162817876
11,3+6,0.26,0,0,0.26,0.26,0,0,0,0,0.26,0.26,-9.68790041e-05,0.000449302973,0.000104651431,0.23292,0.00104608022
11,3+6,0.42,0,0,0.42,0.42,0,0,0,0,0.42,0.42,-9.68790041e-05,0.00133034199,0.000158574262,0.119198,0.00269580871
11,3+6,0.58,0,0,0.58,0.58,0,0,0,0,0.58,0.58,-9.68790041e-05,0.0026072539,0.000208577106,0.0799988,0.00511200335
11,3+6,0.74,0,0,0.74,0.74,0,0,0,0,0.74,0.74,-9.68790041e-05,0.00422833566,0.000259120051,0.0612818,0.00829466413
11,3+6,0.9,0,0,0.9,0.9,0,0,0,0,0.9,0.9,-9.68790041e-05,0.00597668422,0.000310543005,0.0519591,0.0122437911
12,4+5,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0,0,-9.68790041e-05,0.00144459966,0.000173217184,0.119907,0.00122179481
12,4+5,0.26,0,0,0,0,0.26,0.26,0.26,0.26,0,0,-9.68790041e-05,0.00919965724,0.000395288835,0.0429678,0.00821864195
12,4+5,0.42,0,0,0,0,0.42,0.42,0.42,0.42,0,0,-9.68790041e-05,0.0245263893,0.000572231027,0.0233312,0.0214209973
12,4+5,0.58,0,0,0,0,0.58,0.58,0.58,0.58,0,0,-9.68790041e-05,0.047759939,0.000950484724,0.0199013,0.0408288609
12,4+5,0.74,0,0,0,0,0.74,0.74,0.74,0.74,0,0,-9.68790041e-05,0.0770062625,0.00129860469,0.0168636,0.0664422327
12,4+5,0.9,0,0,0,0,0.9,0.9,0.9,0.9,0,0,-9.68790041e-05,0.105091896,0.000337663029,0.00321303,0.0982611127
13,4+6,0.1,0,0,0,0,0.1,0.1,0,0,0.1,0.1,-9.68790041e-05,0.000198462957,7.9658477e-05,0.401377,0.000244992102
13,4+6,0.26,0,0,0,0,0.26,0.26,0,0,0.26,0.26,-9.68790041e-05,0.00159933315,0.000156310355,0.0977347,0.0015961333
13,4+6,0.42,0,0,0,0,0.42,0.42,0,0,0.42,0.42,-9.68790041e-05,0.00446641613,0.000260797366,0.0583907,0.00412777153
13,4+6,0.58,0,0,0,0,0.58,0.58,0,0,0.58,0.58,-9.68790041e-05,0.00826327157,0.000408169792,0.0493957,0.00783990679
13,4+6,0.74,0,0,0,0,0.74,0.74,0,0,0.74,0.74,-9.68790041e-05,0.0133799815,0.000555239793,0.0414978,0.0127325391
13,4+6,0.9,0,0,0,0,0.9,0.9,0,0,0.9,0.9,-9.68790041e-05,0.0188659891,0.00095054628,0.0503841,0.0188056684
14,5+6,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,-9.68790041e-05,0.00173976732,0.000190337967,0.109404,0.00128689682
14,5+6,0.26,0,0,0,0,0,0,0.26,0.26,0.26,0.26,-9.68790041e-05,0.0108428188,0.000439803553,0.0405617,0.00863802653
14,5+6,0.42,0,0,0,0,0,0,0.42,0.42,0.42,0.42,-9.68790041e-05,0.0286690531,0.000805804715,0.0281071,0.0225025037
14,5+6,0.58,0,0,0,0,0,0,0.58,0.58,0.58,0.58,-9.68790041e-05,0.053493292,0.0011623627,0.0217291,0.0428803283
14,5+6,0.74,0,0,0,0,0,0,0.74,0.74,0.74,0.74,-9.68790041e-05,0.0868874602,0.00170686505,0.0196445,0.0697715004
14,5+6,0.9,0,0,0,0,0,0,0.9,0.9,0.9,0.9,-9.68790041e-05,0.105463969,4.95127885e-17,4.69476e-16,0.10317602
# step7_json,C:\Users\weishan\Desktop\RbONN\src\calib_data\run_0907_1724\calib_step7_result_0907_1808.json
# pred_method,auto
# sweep,min=0.1,max=0.9,points=6,x_eq_w
