wavelength_m,power_W
7.74008e-07,0.000768048667
7.74016e-07,0.000817826418
7.74024e-07,0.000814447754
7.74032e-07,0.000813242913
7.7404e-07,0.000828100321
7.74048e-07,0.000836230592
7.74056e-07,0.000836961219
7.74064e-07,0.000832424614
7.74072e-07,0.000819230023
7.7408e-07,0.000815285743
7.74088e-07,0.000827350838
7.74096e-07,0.000849509657
7.74104e-07,0.000880936276
7.74112e-07,0.000929404327
7.7412e-07,0.000959124685
7.74128e-07,0.000975924336
7.74136e-07,0.000995373988
7.74144e-07,0.00100763909
7.74152e-07,0.00101052123
7.7416e-07,0.00100216105
7.74168e-07,0.000996411783
7.74176e-07,0.000987073996
7.74184e-07,0.00095949797
7.74192e-07,0.000930049015
7.742e-07,0.000925837609
7.74208e-07,0.000949479582
7.74216e-07,0.000970035599
7.74224e-07,0.000985906674
7.74232e-07,0.00101096341
7.7424e-07,0.0010528795
7.74248e-07,0.00108654392
7.74256e-07,0.0011169441
7.74264e-07,0.00114148037
7.74272e-07,0.00112810002
7.7428e-07,0.00108380475
7.74288e-07,0.00101049756
7.74296e-07,0.000937779013
7.74304e-07,0.000868280009
7.74312e-07,0.000804303526
7.7432e-07,0.000759642793
7.74328e-07,0.000739320109
7.74336e-07,0.000723627024
7.74344e-07,0.00074133295
7.74352e-07,0.00078101574
7.7436e-07,0.00083028863
7.74368e-07,0.000883433683
7.74376e-07,0.000939099108
7.74384e-07,0.000990921057
7.74392e-07,0.00102789994
7.744e-07,0.00109179509
7.74408e-07,0.00114680845
7.74416e-07,0.00114922988
7.74424e-07,0.00113069463
7.74432e-07,0.00113468001
7.7444e-07,0.00116082834
7.74448e-07,0.00116338132
7.74456e-07,0.00117276203
7.74464e-07,0.00120778274
7.74472e-07,0.0012583058
7.7448e-07,0.00135613638
7.74488e-07,0.0014359788
7.74496e-07,0.00151727247
7.74504e-07,0.0015710957
7.74512e-07,0.00157139563
7.7452e-07,0.00159050642
7.74528e-07,0.00164025798
7.74536e-07,0.00164672315
7.74544e-07,0.00161816015
7.74552e-07,0.00159656528
7.7456e-07,0.00160893997
7.74568e-07,0.00162153052
7.74576e-07,0.00161396703
7.74584e-07,0.00160228163
7.74592e-07,0.00160859073
7.746e-07,0.00160305752
7.74608e-07,0.00158418096
7.74616e-07,0.00159433874
7.74624e-07,0.00162585133
7.74632e-07,0.00165937723
7.7464e-07,0.00167324142
7.74648e-07,0.00167258247
7.74656e-07,0.0016558636
7.74664e-07,0.00161900668
7.74672e-07,0.00156135308
7.7468e-07,0.00149019507
7.74688e-07,0.00140262448
7.74696e-07,0.00132988457
7.74704e-07,0.00127292411
7.74712e-07,0.00125192344
7.7472e-07,0.00125867818
7.74728e-07,0.00132143393
7.74736e-07,0.00140096635
7.74744e-07,0.00149089431
7.74752e-07,0.00158036737
7.7476e-07,0.00167279948
7.74768e-07,0.00173983896
7.74776e-07,0.00180493828
7.74784e-07,0.00184816794
7.74792e-07,0.00186704816
7.748e-07,0.00185347004
7.74808e-07,0.00183206453
7.74816e-07,0.00176547725
7.74824e-07,0.0016833117
7.74832e-07,0.00161965049
7.7484e-07,0.00155841051
7.74848e-07,0.00151850765
7.74856e-07,0.00149024037
7.74864e-07,0.00148515504
7.74872e-07,0.0015104675
7.7488e-07,0.00155316842
7.74888e-07,0.00159531636
7.74896e-07,0.00164273642
7.74904e-07,0.00170923585
7.74912e-07,0.00175997499
7.7492e-07,0.00177550029
7.74928e-07,0.00182706709
7.74936e-07,0.00189321078
7.74944e-07,0.00196519222
7.74952e-07,0.00201668641
7.7496e-07,0.00210220521
7.74968e-07,0.00215628812
7.74976e-07,0.00219300306
7.74984e-07,0.00219672334
7.74992e-07,0.00216147953
7.75e-07,0.00212513673
7.75008e-07,0.00213373294
7.75016e-07,0.00214243148
7.75024e-07,0.00218784758
7.75032e-07,0.00226083846
7.7504e-07,0.00229621519
7.75048e-07,0.0023244942
7.75056e-07,0.00239730215
7.75064e-07,0.00247981272
7.75072e-07,0.00254704612
7.7508e-07,0.00258043148
7.75088e-07,0.00259486103
7.75096e-07,0.00254700707
7.75104e-07,0.00249442226
7.75112e-07,0.00243561868
7.7512e-07,0.00233887987
7.75128e-07,0.00221725294
7.75136e-07,0.0021087404
7.75144e-07,0.00205085135
7.75152e-07,0.00200701773
7.7516e-07,0.00195912302
7.75168e-07,0.00195197441
7.75176e-07,0.00200078858
7.75184e-07,0.00203206924
7.75192e-07,0.00206769147
7.752e-07,0.00211909474
7.75208e-07,0.002153135
7.75216e-07,0.00212922742
7.75224e-07,0.00208809965
7.75232e-07,0.00211488554
7.7524e-07,0.0021455135
7.75248e-07,0.00217001995
7.75256e-07,0.00221848555
7.75264e-07,0.00227677246
7.75272e-07,0.00238418211
7.7528e-07,0.00247389648
7.75288e-07,0.00252170344
7.75296e-07,0.0025849353
7.75304e-07,0.00256071463
7.75312e-07,0.0025268308
7.7532e-07,0.00248587417
7.75328e-07,0.00243363566
7.75336e-07,0.00237429745
7.75344e-07,0.00232658699
7.75352e-07,0.00231760257
7.7536e-07,0.0022977873
7.75368e-07,0.00219031066
7.75376e-07,0.00209455914
7.75384e-07,0.00205699004
7.75392e-07,0.00209176462
7.754e-07,0.00217307503
7.75408e-07,0.0022896556
7.75416e-07,0.00242987294
7.75424e-07,0.00263272931
7.75432e-07,0.00283579839
7.7544e-07,0.00301167332
7.75448e-07,0.00314188635
7.75456e-07,0.00327894539
7.75464e-07,0.00337248496
7.75472e-07,0.00334735106
7.7548e-07,0.00322594156
7.75488e-07,0.0030904324
7.75496e-07,0.00296602619
7.75504e-07,0.00281629041
7.75512e-07,0.0027118757
7.7552e-07,0.00267301151
7.75528e-07,0.00266523788
7.75536e-07,0.00267580094
7.75544e-07,0.00265679409
7.75552e-07,0.00261495353
7.7556e-07,0.00256607663
7.75568e-07,0.00251226258
7.75576e-07,0.00245120827
7.75584e-07,0.00239749231
7.75592e-07,0.00236099252
7.756e-07,0.00235525647
7.75608e-07,0.00238345871
7.75616e-07,0.00244097071
7.75624e-07,0.00252924139
7.75632e-07,0.00263053885
7.7564e-07,0.0027371498
7.75648e-07,0.0028181672
7.75656e-07,0.00297211508
7.75664e-07,0.00321993692
7.75672e-07,0.00341595925
7.7568e-07,0.00352586958
7.75688e-07,0.00358458439
7.75696e-07,0.0036088244
7.75704e-07,0.00363321578
7.75712e-07,0.0037085092
7.7572e-07,0.00378076887
7.75728e-07,0.00380648078
7.75736e-07,0.00375696272
7.75744e-07,0.00369968151
7.75752e-07,0.00367960839
7.7576e-07,0.00364612005
7.75768e-07,0.0036432861
7.75776e-07,0.00370396509
7.75784e-07,0.00379259746
7.75792e-07,0.00378192919
7.758e-07,0.00367806494
7.75808e-07,0.00363435016
7.75816e-07,0.00373855846
7.75824e-07,0.00389919155
7.75832e-07,0.00391745674
7.7584e-07,0.00386169475
7.75848e-07,0.00387834006
7.75856e-07,0.00391129234
7.75864e-07,0.00392666244
7.75872e-07,0.00399688087
7.7588e-07,0.00408035975
7.75888e-07,0.00411777995
7.75896e-07,0.00408376329
7.75904e-07,0.00401948121
7.75912e-07,0.00393066216
7.7592e-07,0.0038385394
7.75928e-07,0.00376595045
7.75936e-07,0.00371607397
7.75944e-07,0.00367790149
7.75952e-07,0.00361453129
7.7596e-07,0.00362929118
7.75968e-07,0.00372179684
7.75976e-07,0.00385865891
7.75984e-07,0.00408409674
7.75992e-07,0.00425738692
7.76e-07,0.00431972325
7.76008e-07,0.00436321425
7.76016e-07,0.00435836817
7.76024e-07,0.00438422314
7.76032e-07,0.00440639086
7.7604e-07,0.00436202226
7.76048e-07,0.00423496401
7.76056e-07,0.00410880249
7.76064e-07,0.0039712789
7.76072e-07,0.0038526668
7.7608e-07,0.00377363989
7.76088e-07,0.00371031784
7.76096e-07,0.0036731898
7.76104e-07,0.00370791107
7.76112e-07,0.00372289136
7.7612e-07,0.00372455121
7.76128e-07,0.00369116993
7.76136e-07,0.00361022732
7.76144e-07,0.00356834754
7.76152e-07,0.00364597799
7.7616e-07,0.00386325871
7.76168e-07,0.00412170952
7.76176e-07,0.00432598188
7.76184e-07,0.0044804595
7.76192e-07,0.00465022924
7.762e-07,0.00474365691
7.76208e-07,0.00476663465
7.76216e-07,0.00474164072
7.76224e-07,0.00470793165
7.76232e-07,0.00476003213
7.7624e-07,0.00490679194
7.76248e-07,0.00502314686
7.76256e-07,0.00508291867
7.76264e-07,0.0051013542
7.76272e-07,0.00510938631
7.7628e-07,0.00508510323
7.76288e-07,0.00512275352
7.76296e-07,0.00516933991
7.76304e-07,0.00499861156
7.76312e-07,0.00493782223
7.7632e-07,0.00492396271
7.76328e-07,0.00482982013
7.76336e-07,0.00469427879
7.76344e-07,0.00461257698
7.76352e-07,0.0046210802
7.7636e-07,0.00468481048
7.76368e-07,0.00475182972
7.76376e-07,0.00480094665
7.76384e-07,0.00487361328
7.76392e-07,0.00488056415
7.764e-07,0.0048925175
7.76408e-07,0.00489787395
7.76416e-07,0.0049095726
7.76424e-07,0.00476284512
7.76432e-07,0.00461666762
7.7644e-07,0.0045796678
7.76448e-07,0.00456689959
7.76456e-07,0.0044999769
7.76464e-07,0.00447295702
7.76472e-07,0.00443474498
7.7648e-07,0.00449994278
7.76488e-07,0.00471224588
7.76496e-07,0.00485668428
7.76504e-07,0.00489594185
7.76512e-07,0.0049336011
7.7652e-07,0.00498883037
7.76528e-07,0.005049354
7.76536e-07,0.00504442956
7.76544e-07,0.00494982985
7.76552e-07,0.00492506015
7.7656e-07,0.00503314362
7.76568e-07,0.00513935164
7.76576e-07,0.00520256649
7.76584e-07,0.00521857929
7.76592e-07,0.00520513433
7.766e-07,0.00510085738
7.76608e-07,0.00497414762
7.76616e-07,0.0048266216
7.76624e-07,0.00470697231
7.76632e-07,0.00458569572
7.7664e-07,0.00445832554
7.76648e-07,0.00444888094
7.76656e-07,0.00453524285
7.76664e-07,0.00470680018
7.76672e-07,0.00490408007
7.7668e-07,0.00504285754
7.76688e-07,0.00505186526
7.76696e-07,0.00500962236
7.76704e-07,0.00498571434
7.76712e-07,0.00502813071
7.7672e-07,0.00513278464
7.76728e-07,0.00519677951
7.76736e-07,0.00525216068
7.76744e-07,0.00526951589
7.76752e-07,0.00522169597
7.7676e-07,0.00516341853
7.76768e-07,0.00514855285
7.76776e-07,0.00515473615
7.76784e-07,0.00509527532
7.76792e-07,0.00501495148
7.768e-07,0.00499154281
7.76808e-07,0.00500837187
7.76816e-07,0.00510732364
7.76824e-07,0.00533476552
7.76832e-07,0.00551379897
7.7684e-07,0.0056152825
7.76848e-07,0.00566911882
7.76856e-07,0.00573409384
7.76864e-07,0.00579439762
7.76872e-07,0.00567619921
7.7688e-07,0.00554442315
7.76888e-07,0.00551720852
7.76896e-07,0.00551571906
7.76904e-07,0.00557548929
7.76912e-07,0.00570629281
7.7692e-07,0.00581527759
7.76928e-07,0.00585736627
7.76936e-07,0.00587258149
7.76944e-07,0.00586064191
7.76952e-07,0.00580603516
7.7696e-07,0.00560132201
7.76968e-07,0.00536888021
7.76976e-07,0.00525962398
7.76984e-07,0.00529329988
7.76992e-07,0.00531552003
7.77e-07,0.00530471966
7.77008e-07,0.00534616602
7.77016e-07,0.00546221726
7.77024e-07,0.00562456731
7.77032e-07,0.00575745951
7.7704e-07,0.00582130082
7.77048e-07,0.00587311647
7.77056e-07,0.00592208132
7.77064e-07,0.00598051496
7.77072e-07,0.00606764655
7.7708e-07,0.00611631372
7.77088e-07,0.00609338518
7.77096e-07,0.00618404321
7.77104e-07,0.0062201684
7.77112e-07,0.00606327322
7.7712e-07,0.00576847483
7.77128e-07,0.00535484662
7.77136e-07,0.00514670305
7.77144e-07,0.0049291009
7.77152e-07,0.00470032271
7.7716e-07,0.00449233611
7.77168e-07,0.00441832652
7.77176e-07,0.00443758511
7.77184e-07,0.00459907971
7.77192e-07,0.00482384684
7.772e-07,0.00498594429
7.77208e-07,0.00517234533
7.77216e-07,0.00533236381
7.77224e-07,0.00551078167
7.77232e-07,0.00561465616
7.7724e-07,0.0057255342
7.77248e-07,0.00576682859
7.77256e-07,0.00581068324
