trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v,voltage_sem_v,sem_ratio
0,1,0,0,0,0.000995648248,0.000461794216,3.65080383e-05,0.0366676
0,1,0.1,0,0,0.00145795785,0.000471950683,3.73109776e-05,0.0255913
0,1,0.2,0,0,0.00188424084,0.00100980353,7.98319783e-05,0.0423682
0,1,0.3,0,0,0.00227769558,0.00122460974,9.68139009e-05,0.0425052
0,1,0.4,0,0,0.00270773638,0.0004847183,3.83203463e-05,0.0141522
0,1,0.5,0,0,0.00284005291,0.000476180306,3.76453586e-05,0.0132552
0,1,0.6,0,0,0.00360116374,0.000638065296,5.04434908e-05,0.0140076
0,1,0.7,0,0,0.00376907956,0.000599935207,4.74290426e-05,0.0125837
0,1,0.8,0,0,0.0044395505,0.000809156355,6.39694266e-05,0.014409
0,1,0.9,0,0,0.00472170078,0.000996776873,7.8802131e-05,0.0166894
0,1,1,0,0,0.00518715642,0.000638286705,5.04609947e-05,0.00972806
0,1,0,0.1,0,0.00127086956,0.000457739266,3.61874663e-05,0.0284746
0,1,0,0.2,0,0.00159819251,0.000726122065,5.74049896e-05,0.0359187
0,1,0,0.3,0,0.00227290009,0.000579407052,4.58061494e-05,0.0201532
0,1,0,0.4,0,0.00248904376,0.00116806772,9.23438611e-05,0.0371001
0,1,0,0.5,0,0.00299878437,0.000553741445,4.3777105e-05,0.0145983
0,1,0,0.6,0,0.00344819577,0.000584291764,4.61923198e-05,0.0133961
0,1,0,0.7,0,0.00395266781,0.000727331881,5.7500634e-05,0.0145473
0,1,0,0.8,0,0.00451856047,0.00073308605,5.79555409e-05,0.0128261
0,1,0,0.9,0,0.00492761262,0.000620800947,4.90786241e-05,0.00995992
0,1,0,1,0,0.00507745555,0.0006925356,5.47497464e-05,0.0107829
0,1,1,0.1,0.1,0.00541009168,0.000743359927,8.31101664e-05,0.0153621
0,1,1,0.2,0.2,0.0058790288,0.000730770458,8.1702621e-05,0.0138973
0,1,1,0.3,0.3,0.00665472881,0.000895775745,0.000100150773,0.0150496
0,1,1,0.4,0.4,0.00692963465,0.000795008707,8.88846756e-05,0.0128267
0,1,1,0.5,0.5,0.00720944906,0.0007088562,7.92525325e-05,0.0109929
0,1,1,0.6,0.6,0.00776650241,0.000849012097,9.49224381e-05,0.012222
0,1,1,0.7,0.7,0.00825209969,0.000792415389,8.85947338e-05,0.010736
0,1,1,0.8,0.8,0.00891422973,0.000788686701,8.81778538e-05,0.00989181
0,1,1,0.9,0.9,0.00915560233,0.000774898001,8.66362303e-05,0.00946265
0,1,1,1,1,0.00945509157,0.000965332599,0.000107927466,0.0114147
0,3,0,0,0,0.00092841922,0.000544669465,4.30599021e-05,0.0463798
0,3,0.1,0,0,0.0012571172,0.000553259587,4.37390108e-05,0.0347931
0,3,0.2,0,0,0.00170111011,0.000572973039,4.5297496e-05,0.0266282
0,3,0.3,0,0,0.00204457933,0.000540371819,4.27201433e-05,0.0208943
0,3,0.4,0,0,0.0026512171,0.000955139652,7.55104196e-05,0.0284814
0,3,0.5,0,0,0.00294461077,0.000473039595,3.73970636e-05,0.0127002
0,3,0.6,0,0,0.00340670275,0.000618935702,4.89311636e-05,0.0143632
0,3,0.7,0,0,0.00401968616,0.000657889954,5.20107676e-05,0.012939
0,3,0.8,0,0,0.00411595676,0.000579256846,4.57942746e-05,0.011126
0,3,0.9,0,0,0.00465821572,0.00105271647,8.3224544e-05,0.0178662
0,3,1,0,0,0.00479124444,0.000981307391,7.7579161e-05,0.0161919
0,3,0,0.1,0,0.000605946938,0.000866690228,6.85178786e-05,0.113076
0,3,0,0.2,0,0.00139730222,0.00150398367,0.000118900349,0.0850928
0,3,0,0.3,0,0.00191860131,0.000788975096,6.2373958e-05,0.0325101
0,3,0,0.4,0,0.00240232724,0.000728433505,5.7587725e-05,0.0239716
0,3,0,0.5,0,0.00287328466,0.000773477503,6.11487657e-05,0.0212818
0,3,0,0.6,0,0.00337609455,0.000862777231,6.82085291e-05,0.0202034
0,3,0,0.7,0,0.00329601553,0.000677289344,5.35444241e-05,0.0162452
0,3,0,0.8,0,0.00350081667,0.000751409567,5.94041422e-05,0.0169687
0,3,0,0.9,0,0.00407467778,0.000610012444,4.82257181e-05,0.0118355
0,3,0,1,0,0.00397760092,0.000793127722,6.27022519e-05,0.0157638
0,3,1,0.1,0.1,0.00537492999,0.000679527603,7.59734956e-05,0.0141348
0,3,1,0.2,0.2,0.00574164958,0.000757804405,8.47251081e-05,0.0147562
0,3,1,0.3,0.3,0.00607881743,0.000685746897,7.66688339e-05,0.0126125
0,3,1,0.4,0.4,0.00664144046,0.000683637556,7.64330024e-05,0.0115085
0,3,1,0.5,0.5,0.00705256848,0.000684977417,7.65828033e-05,0.0108589
0,3,1,0.6,0.6,0.00767354619,0.00100280168,0.000112116636,0.0146108
0,3,1,0.7,0.7,0.00770790239,0.00080987573,9.05468593e-05,0.0117473
0,3,1,0.8,0.8,0.00756189619,0.000997436856,0.000111516831,0.0147472
0,3,1,0.9,0.9,0.00836403342,0.000766000242,8.56414306e-05,0.0102393
0,3,1,1,1,0.0083152192,0.000761141188,8.50981719e-05,0.010234
