trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v,voltage_sem_v,sem_ratio
0,1,0,0,0,-0.00731585077,0.001745818,0.000123447974,0.016874
0,1,0.1,0,0,-0.0107430511,0.00225359991,0.000159353578,0.0148332
0,1,0.2,0,0,-0.0137708866,0.00253982549,0.000179592783,0.0130415
0,1,0.3,0,0,-0.0161379435,0.00261157428,0.000184666188,0.011443
0,1,0.4,0,0,-0.0204557502,0.00273410667,0.000193330537,0.00945116
0,1,0.5,0,0,-0.0220754555,0.00291150108,0.000205874215,0.00932593
0,1,0.6,0,0,-0.0273914272,0.00349469384,0.000247112171,0.00902151
0,1,0.7,0,0,-0.0284776724,0.00374685851,0.000264942906,0.00930353
0,1,0.8,0,0,-0.0315956798,0.00367113376,0.000259588358,0.00821594
0,1,0.9,0,0,-0.0357310301,0.00362323236,0.000256201217,0.00717027
0,1,1,0,0,-0.0380421687,0.00408368327,0.000288760013,0.00759052
0,1,0,0.1,0,-0.00967370345,0.00186142273,0.000131622464,0.0136062
0,1,0,0.2,0,-0.0119807223,0.00221924378,0.000156924232,0.0130981
0,1,0,0.3,0,-0.0171873002,0.00278776218,0.000197124554,0.0114692
0,1,0,0.4,0,-0.0193027169,0.00272564121,0.000192731938,0.00998471
0,1,0,0.5,0,-0.0226146122,0.00315250145,0.000222915515,0.00985715
0,1,0,0.6,0,-0.0255033105,0.00337002249,0.000238296575,0.00934375
0,1,0,0.7,0,-0.0284467872,0.0036100604,0.000255269819,0.00897359
0,1,0,0.8,0,-0.033325227,0.00345340838,0.000244192849,0.00732757
0,1,0,0.9,0,-0.0350740782,0.00413888299,0.000292663223,0.00834415
0,1,0,1,0,-0.0368581963,0.00368821729,0.000260796346,0.00707567
0,1,1,0.1,0.1,-0.0410119686,0.0040244131,0.000367376973,0.0089578
0,1,1,0.2,0.2,-0.0435031406,0.00422422589,0.000385617301,0.00886413
0,1,1,0.3,0.3,-0.049011606,0.0044678599,0.000407857941,0.00832166
0,1,1,0.4,0.4,-0.0503957984,0.00445619378,0.000406792976,0.00807196
0,1,1,0.5,0.5,-0.0541239015,0.00507874496,0.000463623863,0.00856597
0,1,1,0.6,0.6,-0.0576106681,0.00428704258,0.000391351655,0.00679304
0,1,1,0.7,0.7,-0.0602150795,0.00548181993,0.000500419406,0.00831053
0,1,1,0.8,0.8,-0.065294763,0.00502313821,0.000458547684,0.00702273
0,1,1,0.9,0.9,-0.0660770898,0.00442916054,0.00040432519,0.00611899
0,1,1,1,1,-0.0673994265,0.00516103076,0.000471135494,0.0069902
0,3,0,0,0,-0.00663667538,0.00173151509,0.000122436606,0.0184485
0,3,0.1,0,0,-0.00972247797,0.00214651236,0.000151781344,0.0156114
0,3,0.2,0,0,-0.0123861445,0.00228112646,0.000161299999,0.0130226
0,3,0.3,0,0,-0.0161239253,0.00259778254,0.000183690965,0.0113924
0,3,0.4,0,0,-0.0195656073,0.00295234262,0.000208762148,0.0106699
0,3,0.5,0,0,-0.0216209604,0.00298224886,0.000210876839,0.00975335
