trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v,voltage_sem_v,sem_ratio
0,1,1,1,1,0.00458672433,0.000779100279,5.5090709e-05,0.0120109
0,1,1,0.9,0.9,0.00423564137,0.00122890189,8.68964862e-05,0.0205155
0,1,1,0.8,0.8,0.00376989014,0.000851655817,6.02211603e-05,0.0159742
0,1,1,0.7,0.7,0.0036571834,0.000629298192,4.44981019e-05,0.0121673
0,1,1,0.6,0.6,0.00318502265,0.000846267666,5.98401606e-05,0.018788
0,1,1,0.5,0.5,0.00277798011,0.000657001094,4.64569929e-05,0.0167233
0,1,1,0.4,0.4,0.00226443603,0.000635131831,4.49106025e-05,0.019833
0,1,1,0.3,0.3,0.00190679796,0.00104151367,7.36461381e-05,0.0386229
0,1,1,0.2,0.2,0.00177456806,0.0011689015,8.26538178e-05,0.0465769
0,1,1,0.1,0.1,0.00137854806,0.000705754059,4.99043481e-05,0.0362007
0,1,0,1,0,0.000933983398,0.000554438009,3.0994027e-05,0.0331848
0,1,0,0.9,0,0.0010101089,0.000810886649,4.53299418e-05,0.0448763
0,1,0,0.8,0,0.000885674727,0.00108516182,6.06623898e-05,0.0684929
0,1,0,0.7,0,0.000841891704,0.000759977563,4.24840373e-05,0.0504626
0,1,0,0.6,0,0.000979176855,0.000726844667,4.06318521e-05,0.0414959
0,1,0,0.5,0,0.000891305775,0.000780430148,4.36273716e-05,0.0489477
0,1,0,0.4,0,0.000910904466,0.000786831748,4.39852319e-05,0.0482874
0,1,0,0.3,0,0.000773055273,0.000803889392,4.49387832e-05,0.0581314
0,1,0,0.2,0,0.000856668103,0.000755440562,4.22304112e-05,0.0492961
0,1,0,0.1,0,0.000867609401,0.000745336672,4.16655866e-05,0.0480234
0,1,1,0,0,0.000886070757,0.000760743461,4.25268523e-05,0.0479949
0,1,0.9,0,0,0.00102799746,0.0011139128,6.22696187e-05,0.0605737
0,1,0.8,0,0,0.000960595193,0.00173238183,9.68430885e-05,0.100816
0,1,0.7,0,0,0.000935067823,0.0016616641,9.28898472e-05,0.0993402
0,1,0.6,0,0,0.000896263758,0.00152464297,8.5230133e-05,0.0950949
0,1,0.5,0,0,0.000917663871,0.0016457759,9.20016697e-05,0.100256
0,1,0.4,0,0,0.000900953737,0.00111652856,6.24158441e-05,0.0692775
0,1,0.3,0,0,0.000892970311,0.00139378807,7.79151217e-05,0.0872539
0,1,0.2,0,0,0.000874137437,0.00154668499,8.64623197e-05,0.0989116
0,1,0.1,0,0,0.000908831962,0.00116192694,6.49536905e-05,0.0714694
0,1,0,0,0,0.000915955607,0.000858814771,4.80092052e-05,0.0524143
0,3,1,1,1,0.00509450403,0.00156232713,0.000110473211,0.0216848
0,3,1,0.9,0.9,0.00444315655,0.00156596564,0.000110730492,0.0249216
0,3,1,0.8,0.8,0.00374909292,0.000939206546,6.64119318e-05,0.0177141
0,3,1,0.7,0.7,0.00359945155,0.000745406003,5.27081639e-05,0.0146434
0,3,1,0.6,0.6,0.00315940271,0.000720312666,5.09337971e-05,0.0161213
