block,pairs,x_2,w_2,x_3,w_3,x_4,w_4,x_5,w_5,x_6,w_6,x_7,w_7,x_8,w_8,dark_v,voltage_mean_v,voltage_std_v,range_v,pred_v
0,2,0.992838,0.106189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.000644851758,9.9764894e-05,0.1,0.000654983938
0,2,0.671634,0.189973,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.000752766223,0.000112671117,0.1,0.000788815621
0,2,0.649731,0.883343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00358401551,0.00026814792,0.1,0.00352955665
0,2,0.258604,0.828608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00130994484,0.000149229742,0.1,0.00132074518
0,2,0.868480,0.416372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00224283999,0.00018355229,0.1,0.00222666611
0,2,0.464610,0.877544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00250192137,0.000208984806,0.1,0.00250879697
0,2,0.722209,0.134919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.000589058094,0.000108589014,0.1,0.000604008984
0,2,0.500139,0.654890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00205746639,0.000204614272,0.1,0.00201615096
1,3,0.000000,0.000000,0.938132,0.762378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00496390022,0.000294240557,0.1,0.00493030552
1,3,0.000000,0.000000,0.892910,0.293783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00175713946,0.000163259276,0.1,0.00181367325
1,3,0.000000,0.000000,0.905452,0.559732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00354604994,0.000261937086,0.1,0.00349609962
1,3,0.000000,0.000000,0.648006,0.489374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00217777849,0.000193572422,0.1,0.00218889926
1,3,0.000000,0.000000,0.192660,0.711562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.000899196897,0.000124304168,0.1,0.000947432188
1,3,0.000000,0.000000,0.241301,0.862693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00138500731,0.000150399887,0.1,0.00143728938
1,3,0.000000,0.000000,0.604708,0.275486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00111596654,0.000148200897,0.1,0.00115250379
1,3,0.000000,0.000000,0.611024,0.975055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00405311371,0.000269455443,0.1,0.00410674628
2,4,0.000000,0.000000,0.000000,0.000000,0.323029,0.722736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.0016661585,0.00016952847,0.1,0.00178980439
2,4,0.000000,0.000000,0.000000,0.000000,0.971344,0.124069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.000898180582,0.000142062054,0.1,0.000930293532
2,4,0.000000,0.000000,0.000000,0.000000,0.749618,0.446520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00257082306,0.000215302323,0.1,0.00255806358
2,4,0.000000,0.000000,0.000000,0.000000,0.794176,0.257731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00151276918,0.00016615413,0.1,0.00156876517
2,4,0.000000,0.000000,0.000000,0.000000,0.381272,0.825417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00230504426,0.000198451221,0.1,0.00240881645
2,4,0.000000,0.000000,0.000000,0.000000,0.558218,0.916868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00386168904,0.000274036489,0.1,0.00390786878
2,4,0.000000,0.000000,0.000000,0.000000,0.485662,0.371823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.0013295434,0.000137728117,0.1,0.00138391382
2,4,0.000000,0.000000,0.000000,0.000000,0.196928,0.860835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00122754326,0.000148350247,0.1,0.00130595465
3,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.661055,0.395254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00222074927,0.000206696961,0.1,0.0021576063
3,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.505682,0.682261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00287234223,0.00022160448,0.1,0.00284735084
3,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.239514,0.216950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.000398340415,8.65297574e-05,0.1,0.000432435324
3,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.481404,0.372654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00151712947,0.000162975536,0.1,0.00148327903
3,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.553651,0.118414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.000559010752,9.65522696e-05,0.1,0.000545992272
3,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.660961,0.730057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00408660462,0.000272271424,0.1,0.00397842083
3,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378816,0.747384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00229687067,0.00018322324,0.1,0.00233910263
3,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.939210,0.336405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00258535143,0.000205745579,0.1,0.00260842383
4,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.780947,0.421252,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00346340386,0.00025525835,0.1,0.00349211129
4,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.564675,0.290639,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00168755841,0.000172267129,0.1,0.00174536286
4,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.515328,0.360912,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00191371394,0.000168645942,0.1,0.00197665957
4,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.754961,0.401959,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00314343673,0.000222048212,0.1,0.00322191005
4,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.763268,0.641321,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00515683657,0.000337395174,0.1,0.00519094146
4,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.112651,0.724720,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.000892232688,0.000114089735,0.1,0.00087256887
4,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192478,0.807157,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00157034471,0.000163565737,0.1,0.00165370506
4,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.965517,0.536628,0.000000,0.000000,0.000000,0.000000,-3.30342903e-05,0.00546749763,0.000344184857,0.1,0.00549497389
5,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.374678,0.220781,0.000000,0.000000,-3.30342903e-05,0.00145407494,0.000168826015,0.1,0.00149264492
5,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.289283,0.623100,0.000000,0.000000,-3.30342903e-05,0.00321394939,0.000237337913,0.1,0.0032459558
5,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.489552,0.300150,0.000000,0.000000,-3.30342903e-05,0.00263016463,0.000212567789,0.1,0.00264571073
5,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.765955,0.218667,0.000000,0.000000,-3.30342903e-05,0.00298772847,0.000220580707,0.1,0.00301661523
5,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.728378,0.219074,0.000000,0.000000,-2.41495465e-05,0.00293810559,0.000252779452,0.1,0.00287420581
5,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.358774,0.612900,0.000000,0.000000,-2.41495465e-05,0.00387138689,0.000272628055,0.1,0.00395621492
5,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.707848,0.814533,0.000000,0.000000,-2.41495465e-05,0.0102476516,0.000461222296,0.1,0.0103489934
5,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.416686,0.892315,0.000000,0.000000,-2.41495465e-05,0.00652566671,0.000341865319,0.1,0.00668229008
6,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.163402,0.657253,-2.41495465e-05,0.00576506116,0.000377918301,0.1,0.00564336475
6,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.583702,0.338025,-2.41495465e-05,0.0107362938,0.000436981959,0.1,0.0102907682
6,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506657,0.131464,-2.41495465e-05,0.00373952955,0.000268821842,0.1,0.0034894013
6,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.876742,0.862200,-2.41495465e-05,0.0394358178,0.00129276302,0.1,0.0393220437
6,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.662031,0.217772,-2.41495465e-05,0.00750022516,0.000360558159,0.1,0.00752683959
6,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.412123,0.936143,-2.41495465e-05,0.0201865687,0.000803079324,0.1,0.0201185166
6,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.476306,0.304551,-2.41495465e-05,0.00771083278,0.000354845645,0.1,0.00757362924
6,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.579326,0.226944,-2.41495465e-05,0.0068792646,0.000390811088,0.1,0.00686579476
# step7_json,C:\Users\weishan\Desktop\RbONN\src\calib_data\run_0911_w25g20\calib_step7_result_0911_0351.json
# n_pairs,1
# drive,min=0.1,max=1,patterns=8,seed=4193913720
# status,complete
