trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v,std_ratio
0,1,1,1,1,0.00675694264,0.000371824266,0.0550285
0,1,1,0.9,0.9,0.00605388778,0.000322234794,0.0532277
0,1,1,0.7,0.7,0.00484160329,0.000294899046,0.0609094
0,1,1,0.45,0.45,0.00312262612,0.000243541315,0.0779925
0,1,1,0.25,0.25,0.00178573355,0.000168933006,0.0946015
0,1,0.5,0.5,0.25,0.00173557284,0.000159008205,0.0916171
0,1,1,0.2,0.2,0.0014280833,0.00015495347,0.108505
0,1,1,0,0,0.000124968798,6.0803368e-05,0.486548
0,1,0,1,0,-1.71551016e-05,3.85936562e-05,2.24969
0,1,0.5,0,0,1.79168841e-05,4.27837121e-05,2.3879
0,1,0,0.5,0,-3.02353978e-05,4.04926832e-05,1.33925
0,1,0,0,0,-2.7857008e-05,3.88926956e-05,1.39615
1,1,1,1,1,0.00673091273,0.000333526551,0.0495515
1,1,1,0.9,0.9,0.00630695301,0.00035577801,0.0564104
1,1,1,0.7,0.7,0.00479982699,0.000288990342,0.0602085
1,1,1,0.45,0.45,0.00317785118,0.000260464714,0.0819625
1,1,1,0.25,0.25,0.00177491226,0.000171151579,0.0964282
1,1,0.5,0.5,0.25,0.00169291782,0.000177012024,0.10456
1,1,1,0.2,0.2,0.00143279894,0.00015537195,0.108439
1,1,1,0,0,0.000132463081,6.28055501e-05,0.474136
1,1,0,1,0,-2.83612014e-05,3.70229493e-05,1.30541
1,1,0.5,0,0,1.13861252e-05,4.49894877e-05,3.95126
1,1,0,0.5,0,-2.39626508e-05,3.87069981e-05,1.61531
1,1,0,0,0,-3.18585912e-05,3.52406947e-05,1.10616
2,1,1,0.9,0.9,0.00607057207,0.000366831587,0.0604278
2,1,1,0.7,0.7,0.00473486022,0.000283135521,0.0597981
2,1,1,0.45,0.45,0.00309920218,0.000228681378,0.0737872
2,1,1,0.25,0.25,0.00178826013,0.000168739461,0.0943596
2,1,0.5,0.5,0.25,0.00171894601,0.000162770844,0.0946922
2,1,1,0.2,0.2,0.00141864469,0.000154091982,0.108619
2,1,1,0,0,0.000122574613,5.99975184e-05,0.489478
3,1,1,0.9,0.9,0.00618711886,0.000333117881,0.0538405
3,1,1,0.7,0.7,0.0047603185,0.000297297014,0.0624532
3,1,1,0.45,0.45,0.00319293273,0.000235589551,0.0737847
3,1,1,0.2,0.2,0.00144434295,0.000157367583,0.108954
4,1,1,0.9,0.9,0.00611886168,0.000357009816,0.0583458
5,1,1,0.9,0.9,0.00618529999,0.00037544335,0.0606993
0,2,1,1,1,0.00594496155,0.000321770738,0.0541249
0,2,1,0.9,0.9,0.00549410398,0.000327230886,0.0595604
0,2,1,0.7,0.7,0.00428026379,0.000291827767,0.0681799
0,2,1,0.45,0.45,0.00277264284,0.000200010554,0.0721372
0,2,1,0.25,0.25,0.00148195397,0.000155718928,0.105077
0,2,0.5,0.5,0.25,0.00155280601,0.000167456206,0.107841
0,2,1,0.2,0.2,0.00114594324,0.000144001516,0.125662
0,2,1,0,0,-2.17027455e-05,3.92654077e-05,1.80924
0,2,0,1,0,-1.75957543e-05,3.77340981e-05,2.1445
0,2,0.5,0,0,-2.52146867e-05,3.70329874e-05,1.46871
0,2,0,0.5,0,-2.94016714e-05,4.22029949e-05,1.43539
0,2,0,0,0,-2.96575571e-05,3.64414279e-05,1.22874
1,2,1,1,1,0.00591227552,0.000326803122,0.0552754
1,2,1,0.9,0.9,0.00537179608,0.000317583533,0.0591205
1,2,1,0.7,0.7,0.00429835731,0.000283927242,0.0660548
1,2,1,0.45,0.45,0.00277663182,0.000218419867,0.0786636
1,2,1,0.25,0.25,0.00147613679,0.000155852223,0.105581
1,2,0.5,0.5,0.25,0.00160729894,0.000151323801,0.0941479
1,2,1,0.2,0.2,0.00120029754,0.000147564137,0.12294
1,2,1,0,0,-3.5376674e-05,3.80413421e-05,1.07532
1,2,0,1,0,-3.95482194e-05,3.84951141e-05,0.973372
1,2,0.5,0,0,-3.81277562e-05,3.70399059e-05,0.971468
1,2,0,0.5,0,-4.59299872e-05,3.71527558e-05,0.8089
1,2,0,0,0,-3.95824244e-05,4.0835588e-05,1.03166
2,2,1,0.9,0.9,0.00544590242,0.000309866631,0.056899
2,2,1,0.7,0.7,0.0043101008,0.000258610066,0.0600009
2,2,1,0.45,0.45,0.00277679339,0.00021998838,0.0792239
2,2,1,0.25,0.25,0.00147346873,0.00016000605,0.108591
2,2,0.5,0.5,0.25,0.00156793156,0.000164066172,0.104639
2,2,1,0.2,0.2,0.00115924352,0.000148122698,0.127775
2,2,1,0,0,-2.91631864e-05,3.82942335e-05,1.3131
3,2,1,0.9,0.9,0.00544773302,0.000345011171,0.0633311
3,2,1,0.7,0.7,0.0042449679,0.000279934983,0.0659451
3,2,1,0.45,0.45,0.00277784037,0.000225293865,0.081104
3,2,1,0.2,0.2,0.00114829306,0.000136248703,0.118653
4,2,1,0.9,0.9,0.0054785907,0.000320499988,0.0585004
5,2,1,0.9,0.9,0.0055098515,0.000325026339,0.05899
0,3,1,1,1,0.00672466331,0.000368521217,0.0548014
0,3,1,0.9,0.9,0.0060341124,0.00032104949,0.0532058
0,3,1,0.7,0.7,0.00475297692,0.000285363737,0.0600389
0,3,1,0.45,0.45,0.00309715387,0.000238416832,0.0769793
0,3,1,0.25,0.25,0.00167200569,0.000164905436,0.0986273
0,3,0.5,0.5,0.25,0.00171112095,0.000173459955,0.101372
0,3,1,0.2,0.2,0.00130162952,0.000145879647,0.112075
0,3,1,0,0,-2.72619005e-05,3.87572768e-05,1.42166
0,3,0,1,0,-2.86874226e-05,4.12851589e-05,1.43914
0,3,0.5,0,0,-3.17553971e-05,3.90614763e-05,1.23007
0,3,0,0.5,0,-4.43122626e-05,3.70794557e-05,0.836776
0,3,0,0,0,-3.57884105e-05,3.39915056e-05,0.949791
1,3,1,1,1,0.00669320155,0.000364796647,0.0545026
1,3,1,0.9,0.9,0.00614289451,0.000342186633,0.0557045
1,3,1,0.7,0.7,0.00480131885,0.000295774119,0.0616027
1,3,1,0.45,0.45,0.00309738214,0.000257096275,0.0830044
1,3,1,0.25,0.25,0.00165360935,0.000160567399,0.0971012
1,3,0.5,0.5,0.25,0.00174742275,0.00018052943,0.103312
1,3,1,0.2,0.2,0.00127611005,0.000145710649,0.114183
1,3,1,0,0,-2.24117484e-05,4.07585628e-05,1.81862
1,3,0,1,0,-2.47433634e-05,3.63884554e-05,1.47063
1,3,0.5,0,0,-2.03596299e-05,3.50657146e-05,1.72232
1,3,0,0.5,0,-2.92806896e-05,3.87035431e-05,1.32181
1,3,0,0,0,-2.82795675e-05,3.69734167e-05,1.30743
2,3,1,0.9,0.9,0.00620188633,0.000388276332,0.0626062
2,3,1,0.7,0.7,0.00475673006,0.000294377114,0.0618864
2,3,1,0.45,0.45,0.00301257669,0.000220579558,0.0732196
2,3,1,0.25,0.25,0.00168164238,0.000151844675,0.0902955
2,3,0.5,0.5,0.25,0.00171953763,0.000175388276,0.101997
2,3,1,0.2,0.2,0.00128740472,0.000147155256,0.114304
2,3,1,0,0,-2.54793316e-05,3.86291901e-05,1.5161
3,3,1,0.9,0.9,0.00605260952,0.00033862497,0.0559469
3,3,1,0.7,0.7,0.00476666009,0.0003392042,0.0711618
3,3,1,0.45,0.45,0.00304696819,0.000243362272,0.0798703
3,3,1,0.2,0.2,0.00128950287,0.00015510356,0.120282
4,3,1,0.9,0.9,0.0061190317,0.00033704601,0.0550816
5,3,1,0.9,0.9,0.00605513175,0.000346072363,0.0571536
0,4,1,1,1,0.00751276883,0.000380336732,0.0506254
0,4,1,0.9,0.9,0.00677911761,0.000367813145,0.0542568
0,4,1,0.7,0.7,0.00523663163,0.000315154779,0.0601827
0,4,1,0.45,0.45,0.00341447408,0.000276029742,0.0808411
0,4,1,0.25,0.25,0.00184393587,0.000178632645,0.0968757
0,4,0.5,0.5,0.25,0.00189002277,0.000184390443,0.0975599
0,4,1,0.2,0.2,0.00146760372,0.000151112043,0.102965
0,4,1,0,0,-1.47477722e-05,4.12338197e-05,2.79594
0,4,0,1,0,-1.78979167e-05,3.98670991e-05,2.22747
0,4,0.5,0,0,-3.12629835e-05,3.78690535e-05,1.21131
0,4,0,0.5,0,-2.09721302e-05,3.75098354e-05,1.78856
0,4,0,0,0,-3.22942226e-05,3.63041383e-05,1.12417
1,4,1,1,1,0.00755547798,0.000469039132,0.0620793
1,4,1,0.9,0.9,0.0068515167,0.000349493287,0.0510096
1,4,1,0.7,0.7,0.00524666817,0.000308260784,0.0587536
1,4,1,0.45,0.45,0.00339562107,0.000245865061,0.0724065
1,4,1,0.25,0.25,0.00185568801,0.000185333474,0.0998732
1,4,0.5,0.5,0.25,0.00188318743,0.000177884877,0.0944595
1,4,1,0.2,0.2,0.00146964499,0.000154309289,0.104998
1,4,1,0,0,-2.36856262e-05,3.70362008e-05,1.56366
1,4,0,1,0,-1.59769111e-05,3.89591374e-05,2.43846
1,4,0.5,0,0,-3.13996439e-05,3.48078657e-05,1.10854
1,4,0,0.5,0,-3.02380661e-05,3.88887963e-05,1.28609
1,4,0,0,0,-4.09862041e-05,3.73521559e-05,0.911335
2,4,1,0.9,0.9,0.00673291649,0.000385860066,0.0573095
2,4,1,0.7,0.7,0.00523893549,0.000347752926,0.0663785
2,4,1,0.45,0.45,0.00342122321,0.000264204883,0.0772253
2,4,1,0.25,0.25,0.00185839117,0.000175296646,0.0943271
2,4,0.5,0.5,0.25,0.00188867355,0.000169883772,0.0899487
2,4,1,0.2,0.2,0.00144189797,0.000171318567,0.118815
2,4,1,0,0,-2.70230544e-05,3.65977495e-05,1.35432
3,4,1,0.9,0.9,0.00676756166,0.000378538103,0.0559342
3,4,1,0.7,0.7,0.00525030891,0.000301129537,0.0573546
3,4,1,0.45,0.45,0.00336741279,0.000224985066,0.0668124
3,4,1,0.2,0.2,0.00144848984,0.000153955584,0.106287
4,4,1,0.9,0.9,0.00679415881,0.0003654968,0.0537957
5,4,1,0.9,0.9,0.00685253769,0.000383143048,0.0559126
0,5,1,1,1,0.00827367448,0.000427583323,0.05168
0,5,1,0.9,0.9,0.0073475944,0.000404888917,0.055105
0,5,1,0.7,0.7,0.00577091242,0.000348207648,0.0603384
0,5,1,0.45,0.45,0.00370865575,0.00024762682,0.06677
0,5,1,0.25,0.25,0.00199917308,0.000195163695,0.0976222
0,5,0.5,0.5,0.25,0.00209925067,0.000207419815,0.0988066
0,5,1,0.2,0.2,0.0016127614,0.000155878656,0.0966533
0,5,1,0,0,-2.65403575e-06,4.05082033e-05,15.2629
0,5,0,1,0,-3.2120447e-06,3.89032033e-05,12.1117
0,5,0.5,0,0,-1.91637629e-05,3.78092937e-05,1.97296
0,5,0,0.5,0,-9.91242357e-06,3.6712286e-05,3.70366
0,5,0,0,0,-2.59463986e-05,3.62398253e-05,1.39672
1,5,1,1,1,0.00822002178,0.000429623046,0.0522654
1,5,1,0.9,0.9,0.00736990682,0.00037765675,0.0512431
1,5,1,0.7,0.7,0.00574963517,0.000314286891,0.0546621
1,5,1,0.45,0.45,0.00377758185,0.000256762338,0.06797
1,5,1,0.25,0.25,0.00201827957,0.000191896858,0.0950794
1,5,0.5,0.5,0.25,0.00207749293,0.000187176592,0.0900973
1,5,1,0.2,0.2,0.00160554548,0.000177805453,0.110745
1,5,1,0,0,-9.21685123e-06,3.60270402e-05,3.90882
1,5,0,1,0,-1.17469098e-05,3.79914728e-05,3.23417
1,5,0.5,0,0,-1.88243594e-05,4.02116403e-05,2.13615
1,5,0,0.5,0,-1.70760861e-05,3.79763869e-05,2.22395
1,5,0,0,0,-1.77832237e-05,3.79798032e-05,2.13571
2,5,1,0.9,0.9,0.00736793649,0.000399608024,0.0542361
2,5,1,0.7,0.7,0.00583715937,0.00035809231,0.061347
2,5,1,0.45,0.45,0.00373706318,0.000248546786,0.0665086
2,5,1,0.25,0.25,0.00203152473,0.000181042439,0.0891165
2,5,0.5,0.5,0.25,0.00206247705,0.000177658942,0.0861386
2,5,1,0.2,0.2,0.00160624519,0.000168630866,0.104985
2,5,1,0,0,-1.85914191e-05,4.09725152e-05,2.20384
3,5,1,0.9,0.9,0.00742854564,0.000414823267,0.0558418
3,5,1,0.7,0.7,0.00573516389,0.000305232144,0.0532212
3,5,1,0.45,0.45,0.00376751409,0.00027465156,0.0728999
3,5,1,0.2,0.2,0.00161246141,0.00016105279,0.0998801
4,5,1,0.9,0.9,0.00736250131,0.00036234267,0.0492146
5,5,1,0.9,0.9,0.00728240378,0.000389131032,0.0534344
0,6,1,1,1,0.010505909,0.000494205418,0.0470407
0,6,1,0.9,0.9,0.00952554051,0.000505676536,0.0530864
0,6,1,0.7,0.7,0.0072229102,0.000393960072,0.0545431
0,6,1,0.45,0.45,0.00456721094,0.000305128803,0.0668086
0,6,1,0.25,0.25,0.00242820844,0.00020762961,0.0855073
0,6,0.5,0.5,0.25,0.00261842466,0.000206888725,0.0790127
