block,pairs,x_2,w_2,x_3,w_3,x_4,w_4,x_5,w_5,x_6,w_6,x_7,w_7,x_8,w_8,dark_v,voltage_mean_v,voltage_std_v,range_v,pred_v
0,2+3+4,0.944226,0.199249,0.818097,0.402473,0.292437,0.167511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.00686996155,0.000395771838,0.1,0.00653984644
0,2+3+4,0.986165,0.658634,0.573517,0.203110,0.489079,0.567040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.00827944179,0.00041684276,0.1,0.00812586893
0,2+3+4,0.691532,0.234764,0.807983,0.714565,0.936212,0.563222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.0247170263,0.000889348058,0.1,0.0228728077
0,2+3+4,0.284633,0.176552,0.347742,0.151810,0.429073,0.466190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.00537747025,0.000310842806,0.1,0.00539700007
0,2+3+4,0.607541,0.678352,0.909570,0.810538,0.167431,0.215363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.0140573279,0.000604851725,0.1,0.0129121601
0,2+3+4,0.789803,0.545663,0.628508,0.427885,0.418033,0.850517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.0174383937,0.000630117694,0.1,0.0169889046
0,2+3+4,0.311770,0.620517,0.518611,0.188918,0.503444,0.448383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.00882808546,0.000531532961,0.1,0.00840910577
0,2+3+4,0.539031,0.653881,0.702204,0.230524,0.295559,0.670716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.0105511649,0.000498587706,0.1,0.0102557784
1,2+3+5,0.829880,0.419122,0.990837,0.457744,0.000000,0.000000,0.482697,0.577579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.00773887642,0.000406181728,0.1,0.00692506595
1,2+3+5,0.672502,0.592158,0.547895,0.506333,0.000000,0.000000,0.718986,0.129771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.00631982706,0.000387069874,0.1,0.00589642524
1,2+3+5,0.215040,0.617613,0.212447,0.305350,0.000000,0.000000,0.234185,0.817873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.00435729626,0.000301883564,0.1,0.00421024041
1,2+3+5,0.144337,0.283320,0.377823,0.305740,0.000000,0.000000,0.526665,0.318506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.00381178618,0.000249242812,0.1,0.00362037745
1,2+3+5,0.560890,0.321783,0.713052,0.452955,0.000000,0.000000,0.437560,0.427735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.60890405e-06,0.00617769837,0.000362116261,0.1,0.00562738554
