trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v,std_ratio
0,4,1,0,0,-8.95653817e-05,3.39652562e-05,0.379223
0,4,0,1,0,-7.95251047e-05,3.25466446e-05,0.409263
0,4,0.5,0,0,-8.51501396e-05,3.53544637e-05,0.415201
0,4,0,0.5,0,-8.99774096e-05,3.01570871e-05,0.335163
0,4,0,0,0,-0.000106316084,2.7382246e-05,0.257555
1,4,1,1,1,0.0270303174,0.000733197338,0.027125
1,4,1,0.9,0.9,0.0245343475,0.000881430186,0.0359264
1,4,1,0.7,0.7,0.0192861557,0.000633975542,0.0328721
1,4,1,0.45,0.45,0.0124539015,0.000575984367,0.0462493
1,4,1,0.25,0.25,0.00686161526,0.000329554691,0.0480287
1,4,0.5,0.5,0.25,0.00713232514,0.000370583124,0.0519582
1,4,1,0.2,0.2,0.00549289251,0.000303525065,0.0552578
1,4,1,0,0,-7.95947397e-05,3.4443952e-05,0.432742
1,4,0,1,0,-7.01434199e-05,3.62505857e-05,0.516807
1,4,0.5,0,0,-8.75578858e-05,3.25312967e-05,0.37154
1,4,0,0.5,0,-9.95626376e-05,3.40455051e-05,0.341951
1,4,0,0,0,-0.0001076272,3.09023237e-05,0.287124
2,4,1,0.9,0.9,0.0250149297,0.000715065312,0.0285855
2,4,1,0.7,0.7,0.0193750482,0.000675991742,0.0348898
2,4,1,0.45,0.45,0.0125562116,0.000503156923,0.0400724
2,4,1,0.25,0.25,0.00690644334,0.000364226395,0.0527372
2,4,0.5,0.5,0.25,0.00717725354,0.00034625746,0.0482437
2,4,1,0.2,0.2,0.00543639293,0.000321567155,0.0591508
2,4,1,0,0,-8.88634109e-05,3.54493179e-05,0.398919
3,4,1,0.9,0.9,0.0250061919,0.000816481319,0.0326512
3,4,1,0.7,0.7,0.0193186869,0.000698833235,0.036174
3,4,1,0.45,0.45,0.0128320056,0.000520706636,0.0405787
3,4,1,0.2,0.2,0.00545055624,0.000314262063,0.0576569
4,4,1,0.9,0.9,0.0247284496,0.00079744037,0.0322479
5,4,1,0.9,0.9,0.024994566,0.000891083358,0.0356511
0,5,1,1,1,0.0351008789,0.000984619648,0.0280511
0,5,1,0.9,0.9,0.0316450706,0.000981637966,0.0310202
0,5,1,0.7,0.7,0.0247183515,0.000782157234,0.0316428
0,5,1,0.45,0.45,0.0161226839,0.000593797072,0.0368299
0,5,1,0.25,0.25,0.00881924984,0.000448757977,0.0508839
0,5,0.5,0.5,0.25,0.00906531707,0.000424883796,0.0468692
0,5,1,0.2,0.2,0.00691549194,0.000343121092,0.0496163
0,5,1,0,0,-0.000104433828,3.26006245e-05,0.312165
0,5,0,1,0,-9.21596169e-05,3.55666418e-05,0.385924
0,5,0.5,0,0,-0.00011233866,3.27989179e-05,0.291965
0,5,0,0.5,0,-0.000106363566,3.42745383e-05,0.322239
0,5,0,0,0,-0.000104188461,2.91371814e-05,0.279658
1,5,1,1,1,0.0346887027,0.000913693231,0.0263398
1,5,1,0.9,0.9,0.0315057381,0.000959006307,0.0304391
1,5,1,0.7,0.7,0.0246330763,0.000766219888,0.0311053
1,5,1,0.45,0.45,0.0157911289,0.000591665872,0.0374682
1,5,1,0.25,0.25,0.00881983586,0.000426887876,0.0484009
1,5,0.5,0.5,0.25,0.00894472233,0.000421601419,0.0471341
1,5,1,0.2,0.2,0.00691215822,0.000380619903,0.0550653
1,5,1,0,0,-8.3298556e-05,3.38414221e-05,0.406267
1,5,0,1,0,-8.42708458e-05,3.25266078e-05,0.385977
1,5,0.5,0,0,-0.00010427508,3.23736343e-05,0.310464
1,5,0,0.5,0,-9.81961523e-05,3.58367761e-05,0.364951
1,5,0,0,0,-0.000110286429,3.04196701e-05,0.275824
2,5,1,0.9,0.9,0.031491868,0.000956783248,0.0303819
2,5,1,0.7,0.7,0.024730839,0.00074306618,0.0300461
2,5,1,0.45,0.45,0.0161006423,0.000565061391,0.0350956
2,5,1,0.25,0.25,0.00883365275,0.000393390645,0.0445332
2,5,0.5,0.5,0.25,0.00905199063,0.000374231528,0.0413425
2,5,1,0.2,0.2,0.00689259345,0.000349788454,0.0507485
2,5,1,0,0,-9.79717026e-05,3.30506307e-05,0.337349
3,5,1,0.9,0.9,0.0316988582,0.000962872787,0.0303756
3,5,1,0.7,0.7,0.0248512965,0.0008515515,0.0342659
3,5,1,0.45,0.45,0.016016682,0.000652132068,0.0407158
3,5,1,0.2,0.2,0.00696405654,0.00035608436,0.0511317
4,5,1,0.9,0.9,0.0313251927,0.000996202307,0.031802
5,5,1,0.9,0.9,0.0315236946,0.000986145369,0.0312827
0,6,1,1,1,0.0503535795,0.00129314392,0.0256813
0,6,1,0.9,0.9,0.0449599128,0.00114010154,0.0253582
0,6,1,0.7,0.7,0.0355093597,0.00119770645,0.0337293
0,6,1,0.45,0.45,0.0230830509,0.000684832965,0.0296682
0,6,1,0.25,0.25,0.0126148851,0.000504948134,0.040028
0,6,0.5,0.5,0.25,0.013316235,0.00056263555,0.0422518
0,6,1,0.2,0.2,0.00997466965,0.000461634588,0.0462807
0,6,1,0,0,-8.19314278e-05,3.52106234e-05,0.429757
0,6,0,1,0,-5.67260653e-05,4.23657156e-05,0.746847
0,6,0.5,0,0,-9.78304205e-05,3.17311895e-05,0.324349
0,6,0,0.5,0,-7.57172816e-05,3.69040623e-05,0.487393
0,6,0,0,0,-9.4768061e-05,3.1968404e-05,0.337333
1,6,1,1,1,0.050359217,0.00117758776,0.0233838
1,6,1,0.9,0.9,0.045134536,0.0012716905,0.0281756
1,6,1,0.7,0.7,0.0351722273,0.001302178,0.0370229
1,6,1,0.45,0.45,0.0230761914,0.000853476685,0.0369852
1,6,1,0.25,0.25,0.0125862097,0.000534927429,0.0425011
1,6,0.5,0.5,0.25,0.0132984404,0.000477514453,0.0359076
1,6,1,0.2,0.2,0.00994504339,0.000453825014,0.0456333
1,6,1,0,0,-7.25293568e-05,4.13520405e-05,0.570142
1,6,0,1,0,-2.7650937e-05,5.08085626e-05,1.8375
1,6,0.5,0,0,-9.51616487e-05,3.57961995e-05,0.376162
1,6,0,0.5,0,-7.76248023e-05,4.02960271e-05,0.519113
