block,pairs,v,x_2,w_2,x_3,w_3,x_4,w_4,x_5,w_5,x_6,w_6,dark_v,voltage_mean_v,voltage_std_v,std_ratio,pred_v
12,4+5,0.26,0,0,0,0,0.26,0.26,0.26,0.26,0,0,-0.000111228984,0.00434487877,0.000293973778,0.0676598,0.0044735307
12,4+5,0.42,0,0,0,0,0.42,0.42,0.42,0.42,0,0,-0.000111228984,0.0120103648,0.000538562743,0.0448415,0.0116619403
12,4+5,0.58,0,0,0,0,0.58,0.58,0.58,0.58,0,0,-0.000111228984,0.0232029566,0.000859561466,0.0370453,0.0222297539
12,4+5,0.74,0,0,0,0,0.74,0.74,0.74,0.74,0,0,-0.000111228984,0.0364429741,0.00124701467,0.0342182,0.0361769713
12,4+5,0.9,0,0,0,0,0.9,0.9,0.9,0.9,0,0,-0.000111228984,0.0524336112,0.00112395637,0.0214358,0.0535035928
13,4+6,0.1,0,0,0,0,0.1,0.1,0,0,0.1,0.1,-0.000111228984,4.94792094e-05,6.17365569e-05,1.24773,0.000140515035
13,4+6,0.26,0,0,0,0,0.26,0.26,0,0,0.26,0.26,-0.000111228984,0.000835180311,0.000124873122,0.149516,0.000916265214
13,4+6,0.42,0,0,0,0,0.42,0.42,0,0,0.42,0.42,-0.000111228984,0.00242763664,0.000255895324,0.105409,0.00237007831
13,4+6,0.58,0,0,0,0,0.58,0.58,0,0,0.58,0.58,-0.000111228984,0.00458531852,0.000304827764,0.0664791,0.00450195433
13,4+6,0.74,0,0,0,0,0.74,0.74,0,0,0.74,0.74,-0.000111228984,0.00716273005,0.000416093511,0.0580915,0.00731189326
13,4+6,0.9,0,0,0,0,0.9,0.9,0,0,0.9,0.9,-0.000111228984,0.0100983906,0.000485852813,0.0481119,0.0107998951
14,5+6,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,-0.000111228984,0.000742644385,0.000138948716,0.1871,0.000726593193
14,5+6,0.26,0,0,0,0,0,0,0.26,0.26,0.26,0.26,-0.000111228984,0.00496076362,0.000322508292,0.0650118,0.00487781678
14,5+6,0.42,0,0,0,0,0,0,0.42,0.42,0.42,0.42,-0.000111228984,0.013585237,0.00059951737,0.0441301,0.0127074089
14,5+6,0.58,0,0,0,0,0,0,0.58,0.58,0.58,0.58,-0.000111228984,0.0252655445,0.000817036792,0.032338,0.0242153697
14,5+6,0.74,0,0,0,0,0,0,0.74,0.74,0.74,0.74,-0.000111228984,0.0415950805,0.00113597899,0.0273104,0.0394016991
14,5+6,0.9,0,0,0,0,0,0,0.9,0.9,0.9,0.9,-0.000111228984,0.0584578701,0.00149504175,0.0255747,0.058266397
# step7_json,C:\Users\weishan\Desktop\RbONN\src\calib_data\run_0908_1300\calib_step7_result_0908_1344.json
# pred_method,auto
# sweep,min=0.1,max=0.9,points=6,x_eq_w
