block,pairs,v,x_2,w_2,x_3,w_3,x_4,w_4,x_5,w_5,x_6,w_6,dark_v,voltage_mean_v,voltage_std_v,std_ratio,pred_v
0,2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,-0.000111228984,7.7655075e-05,6.74222465e-05,0.868227,0.000170362203
0,2,0.26,0.26,0.26,0,0,0,0,0,0,0,0,-0.000111228984,0.000982899179,0.000126416308,0.128616,0.00114190755
0,2,0.42,0.42,0.42,0,0,0,0,0,0,0,0,-0.000111228984,0.00289846618,0.00017437498,0.0601611,0.00297371853
0,2,0.58,0.58,0.58,0,0,0,0,0,0,0,0,-0.000111228984,0.00557208262,0.000340423115,0.0610944,0.00566579514
0,2,0.74,0.74,0.74,0,0,0,0,0,0,0,0,-0.000111228984,0.00925107465,0.000443913782,0.0479851,0.00921813738
0,2,0.9,0.9,0.9,0,0,0,0,0,0,0,0,-0.000111228984,0.0133214873,0.000531031951,0.0398628,0.0136307453
1,3,0.1,0,0,0.1,0.1,0,0,0,0,0,0,-0.000111228984,9.07451019e-05,6.27115962e-05,0.691074,0.000170297526
1,3,0.26,0,0,0.26,0.26,0,0,0,0,0,0,-0.000111228984,0.0010468883,0.000137099712,0.130959,0.00113827977
1,3,0.42,0,0,0.42,0.42,0,0,0,0,0,0,-0.000111228984,0.00305149134,0.000263752732,0.086434,0.00296226965
1,3,0.58,0,0,0.58,0.58,0,0,0,0,0,0,-0.000111228984,0.00576226707,0.000331921156,0.0576025,0.00564226717
1,3,0.74,0,0,0.74,0.74,0,0,0,0,0,0,-0.000111228984,0.00921035587,0.000436156513,0.047355,0.00917827232
1,3,0.9,0,0,0.9,0.9,0,0,0,0,0,0,-0.000111228984,0.0136332949,0.000653572796,0.0479395,0.0135702851
2,4,0.1,0,0,0,0,0.1,0.1,0,0,0,0,-0.000111228984,0.00011422781,7.30662997e-05,0.639654,0.000200450135
2,4,0.26,0,0,0,0,0.26,0.26,0,0,0,0,-0.000111228984,0.00124854736,0.000139226664,0.111511,0.00134588214
2,4,0.42,0,0,0,0,0.42,0.42,0,0,0,0,-0.000111228984,0.00344980708,0.000219163286,0.0635291,0.00350634405
2,4,0.58,0,0,0,0,0.58,0.58,0,0,0,0,-0.000111228984,0.00676073558,0.00036468896,0.0539422,0.00668183586
2,4,0.74,0,0,0,0,0.74,0.74,0,0,0,0,-0.000111228984,0.0109235232,0.000446187134,0.0408464,0.0108723576
2,4,0.9,0,0,0,0,0.9,0.9,0,0,0,0,-0.000111228984,0.0159904674,0.000793709029,0.0496364,0.0160779092
3,5,0.1,0,0,0,0,0,0,0.1,0.1,0,0,-0.000111228984,0.000135817224,7.50583154e-05,0.552642,0.000257365228
3,5,0.26,0,0,0,0,0,0,0.26,0.26,0,0,-0.000111228984,0.00160741068,0.000175934016,0.109452,0.00173029139
3,5,0.42,0,0,0,0,0,0,0.42,0.42,0,0,-0.000111228984,0.00437982418,0.000286957087,0.0655179,0.00450923823
3,5,0.58,0,0,0,0,0,0,0.58,0.58,0,0,-0.000111228984,0.00833685494,0.000406776659,0.0487926,0.00859420574
3,5,0.74,0,0,0,0,0,0,0.74,0.74,0,0,-0.000111228984,0.0140070433,0.000623276737,0.0444974,0.0139851939
3,5,0.9,0,0,0,0,0,0,0.9,0.9,0,0,-0.000111228984,0.0200088313,0.000741526599,0.03706,0.0206822028
4,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,-0.000111228984,0.000326914789,9.44035614e-05,0.288771,0.00036642858
4,6,0.26,0,0,0,0,0,0,0,0,0.26,0.26,-0.000111228984,0.00244455015,0.000209348195,0.0856387,0.00245260154
4,6,0.42,0,0,0,0,0,0,0,0,0.42,0.42,-0.000111228984,0.0065588261,0.000432303329,0.0659117,0.00638478956
4,6,0.58,0,0,0,0,0,0,0,0,0.58,0.58,-0.000111228984,0.0125955649,0.000693518852,0.0550606,0.0121629926
4,6,0.74,0,0,0,0,0,0,0,0,0.74,0.74,-0.000111228984,0.0205300799,0.000696498188,0.0339257,0.0197872108
4,6,0.9,0,0,0,0,0,0,0,0,0.9,0.9,-0.000111228984,0.0293181607,0.00101535542,0.0346323,0.029257444
5,2+3,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,-0.000111228984,0.000606640273,0.000123991478,0.20439,0.000628081301
5,2+3,0.26,0.26,0.26,0.26,0.26,0,0,0,0,0,0,-0.000111228984,0.00418866533,0.00025897035,0.0618265,0.00422315715
5,2+3,0.42,0.42,0.42,0.42,0.42,0,0,0,0,0,0,-0.000111228984,0.0112872895,0.000537565185,0.0476257,0.0110061047
5,2+3,0.58,0.58,0.58,0.58,0.58,0,0,0,0,0,0,-0.000111228984,0.0216436245,0.000765161892,0.0353528,0.020976924
5,2+3,0.74,0.74,0.74,0.74,0.74,0,0,0,0,0,0,-0.000111228984,0.0346350852,0.000928490288,0.0268078,0.034135615
5,2+3,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,-0.000111228984,0.0500019009,0.00129502257,0.0258995,0.0504821777
6,2+4,0.1,0.1,0.1,0,0,0.1,0.1,0,0,0,0,-0.000111228984,0.000359349641,9.88661014e-05,0.275125,0.000429888212
6,2+4,0.26,0.26,0.26,0,0,0.26,0.26,0,0,0,0,-0.000111228984,0.00277197061,0.000198045171,0.0714456,0.00288714261
6,2+4,0.42,0.42,0.42,0,0,0.42,0.42,0,0,0,0,-0.000111228984,0.00734473617,0.000367953466,0.0500976,0.00752216102
6,2+4,0.58,0.58,0.58,0,0,0.58,0.58,0,0,0,0,-0.000111228984,0.0143026021,0.000593210712,0.0414757,0.0143349434
6,2+4,0.74,0.74,0.74,0,0,0.74,0.74,0,0,0,0,-0.000111228984,0.0233247021,0.000927359737,0.0397587,0.0233254899
6,2+4,0.9,0.9,0.9,0,0,0.9,0.9,0,0,0,0,-0.000111228984,0.0347293448,0.00134004416,0.0385854,0.0344938003
7,2+5,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0,0,-0.000111228984,-2.16784934e-05,5.26728954e-05,2.42973,9.56480763e-05
7,2+5,0.26,0.26,0.26,0,0,0,0,0.26,0.26,0,0,-0.000111228984,0.000499433217,9.971925e-05,0.199665,0.000627342508
7,2+5,0.42,0.42,0.42,0,0,0,0,0.42,0.42,0,0,-0.000111228984,0.0014183885,0.000159655877,0.112561,0.00162507695
7,2+5,0.58,0.58,0.58,0,0,0,0,0.58,0.58,0,0,-0.000111228984,0.00282177425,0.000228866175,0.0811072,0.00308885141
7,2+5,0.74,0.74,0.74,0,0,0,0,0.74,0.74,0,0,-0.000111228984,0.00483754465,0.000274698787,0.0567848,0.00501866587
7,2+5,0.9,0.9,0.9,0,0,0,0,0.9,0.9,0,0,-0.000111228984,0.00704851978,0.000458530182,0.0650534,0.00741452035
8,2+6,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0.1,-0.000111228984,0.000102086034,7.84276775e-05,0.768251,0.000180111137
8,2+6,0.26,0.26,0.26,0,0,0,0,0,0,0.26,0.26,-0.000111228984,0.00107951788,0.0001493571,0.138355,0.00118335469
8,2+6,0.42,0.42,0.42,0,0,0,0,0,0,0.42,0.42,-0.000111228984,0.00316365491,0.000219674816,0.069437,0.00306667915
8,2+6,0.58,0.58,0.58,0,0,0,0,0,0,0.58,0.58,-0.000111228984,0.0060637325,0.000338762287,0.055867,0.00583008451
8,2+6,0.74,0.74,0.74,0,0,0,0,0,0,0.74,0.74,-0.000111228984,0.00981470965,0.000495865532,0.0505227,0.00947357077
8,2+6,0.9,0.9,0.9,0,0,0,0,0,0,0.9,0.9,-0.000111228984,0.0144558789,0.000517499984,0.0357986,0.0139971379
9,3+4,0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,-0.000111228984,0.000618528758,0.000111072529,0.179575,0.000606173097
9,3+4,0.26,0,0,0.26,0.26,0.26,0.26,0,0,0,0,-0.000111228984,0.00413990554,0.000312776138,0.0755515,0.00407563786
9,3+4,0.42,0,0,0.42,0.42,0.42,0.42,0,0,0,0,-0.000111228984,0.0113588513,0.000426064893,0.0375095,0.0106215184
9,3+4,0.58,0,0,0.58,0.58,0.58,0.58,0,0,0,0,-0.000111228984,0.0213309515,0.000603161256,0.0282763,0.0202438147
9,3+4,0.74,0,0,0.74,0.74,0.74,0.74,0,0,0,0,-0.000111228984,0.0343652798,0.00115029823,0.0334727,0.0329425268
9,3+4,0.9,0,0,0.9,0.9,0.9,0.9,0,0,0,0,-0.000111228984,0.0500354145,0.00123598841,0.0247023,0.0487176546
10,3+5,0.1,0,0,0.1,0.1,0,0,0.1,0.1,0,0,-0.000111228984,0.0001965774,7.2960226e-05,0.371153,0.000270573124
10,3+5,0.26,0,0,0.26,0.26,0,0,0.26,0.26,0,0,-0.000111228984,0.00176228089,0.000182307637,0.10345,0.00180664526
10,3+5,0.42,0,0,0.42,0.42,0,0,0.42,0.42,0,0,-0.000111228984,0.00475240167,0.000320700823,0.0674818,0.0047004468
10,3+5,0.58,0,0,0.58,0.58,0,0,0.58,0.58,0,0,-0.000111228984,0.00957607518,0.000432247589,0.0451383,0.00895197775
10,3+5,0.74,0,0,0.74,0.74,0,0,0.74,0.74,0,0,-0.000111228984,0.0151672649,0.00063666236,0.0419761,0.0145612381
10,3+5,0.9,0,0,0.9,0.9,0,0,0.9,0.9,0,0,-0.000111228984,0.022467539,0.000942636935,0.0419555,0.0215282278
11,3+6,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0.1,-0.000111228984,-4.91535613e-05,4.37361238e-05,0.889785,5.75064096e-05
11,3+6,0.26,0,0,0.26,0.26,0,0,0,0,0.26,0.26,-0.000111228984,0.000222069555,7.47488893e-05,0.336601,0.000351356164
11,3+6,0.42,0,0,0.42,0.42,0,0,0,0,0.42,0.42,-0.000111228984,0.00073497606,0.000118445172,0.161155,0.000893623764
11,3+6,0.58,0,0,0.58,0.58,0,0,0,0,0.58,0.58,-0.000111228984,0.00147823669,0.000161709085,0.109393,0.00168430921
11,3+6,0.74,0,0,0.74,0.74,0,0,0,0,0.74,0.74,-0.000111228984,0.00246971364,0.000176630883,0.0715188,0.0027234125
11,3+6,0.9,0,0,0.9,0.9,0,0,0,0,0.9,0.9,-0.000111228984,0.00356173229,0.000273534329,0.0767981,0.00401093364
12,4+5,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0,0,-0.000111228984,0.000626518738,0.000104947133,0.167508,0.000664525002
