block,pairs,x_1,w_1,x_2,w_2,x_3,w_3,x_4,w_4,x_5,w_5,x_6,w_6,x_7,w_7,x_8,w_8,x_9,w_9,x_10,w_10,dark_v,voltage_mean_v,voltage_std_v,range_v,pred_v
0,1+2+3+4+5+6+7+8+9+10,0.994016,0.994016,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.023718,0.023718,0.266067,0.266067,0.705678,0.705678,0.990516,0.990516,1.000000,1.000000,0.104118,0.104118,-7.83430029e-05,0.31375832,0.00800602336,0.5,0.322088704
0,1+2+3+4+5+6+7+8+9+10,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,-7.83430029e-05,0.107966332,0.00428181006,0.2,0.107592295
0,1+2+3+4+5+6+7+8+9+10,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.104486,0.104486,0.431314,0.431314,0.849145,0.849145,1.000000,1.000000,1.000000,1.000000,0.232450,0.232450,-7.83430029e-05,0.291518058,0.00590107434,0.5,0.307787561
0,1+2+3+4+5+6+7+8+9+10,0.937846,0.937846,0.971418,0.971418,0.994427,0.994427,1.000000,1.000000,1.000000,1.000000,0.129036,0.129036,0.537402,0.537402,0.927784,0.927784,0.979932,0.979932,0.023535,0.023535,-7.83430029e-05,0.303932863,0.00750027884,0.5,0.294460788
0,1+2+3+4+5+6+7+8+9+10,0.994016,0.994016,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.023718,0.023718,0.266067,0.266067,0.705678,0.705678,0.990516,0.990516,1.000000,1.000000,0.104118,0.104118,-7.83430029e-05,0.325434712,0.0102016783,0.5,0.322088704
# step7_json,C:\Users\weishan\Desktop\RbONN\src\calib_data\run_0911_10pairs_w20g30\calib_step7_result_0911_2037.json
# n_pairs,10
# patterns,ymax all_on psi+30 psi-30 ymax_again
# patterns_json,C:\Users\weishan\Desktop\RbONN\src\calib_data\run_0911_10pairs_w20g30\calib_fullscale_0912_1835.json
# status,complete
