trial,tgt_index,ref_index,phi_xt_deg,phi_wt_deg,x_t,w_t,x_r,w_r,dark_v,voltage_mean_v,voltage_std_v,std_ratio
0,1,2,36.87,36.87,0.1,0.1,0.9,0.9,-1.11877967e-05,0.00310064624,0.000256088143,0.0825919
0,1,2,53.13,53.13,0.2,0.2,0.9,0.9,-1.11877967e-05,0.00362199712,0.000273027218,0.0753803
0,1,2,66.42,66.42,0.3,0.3,0.9,0.9,-1.11877967e-05,0.00465925605,0.000318020338,0.0682556
0,1,2,78.46,78.46,0.4,0.4,0.9,0.9,-1.11877967e-05,0.00592048906,0.000324092236,0.0547408
0,1,2,90,90,0.5,0.5,0.9,0.9,-1.11877967e-05,0.00725282124,0.000373854572,0.0515461
0,1,2,101.5,101.5,0.6,0.6,0.9,0.9,-1.11877967e-05,0.00884225913,0.000442578407,0.0500526
0,1,2,113.6,113.6,0.7,0.7,0.9,0.9,-1.11877967e-05,0.0104232934,0.000476731024,0.0457371
0,1,2,126.9,126.9,0.8,0.8,0.9,0.9,-1.11877967e-05,0.0119328533,0.000467616018,0.0391873
0,1,2,143.1,143.1,0.9,0.9,0.9,0.9,-1.11877967e-05,0.0133785044,0.000557991853,0.0417081
0,1,2,180,180,1,1,0.9,0.9,-1.11877967e-05,0.0132466007,0.000565009334,0.0426532
0,3,2,36.87,36.87,0.1,0.1,0.9,0.9,-1.10129361e-05,0.00270204571,0.000233725849,0.0864996
0,3,2,53.13,53.13,0.2,0.2,0.9,0.9,-1.10129361e-05,0.00272189342,0.000229278574,0.084235
0,3,2,66.42,66.42,0.3,0.3,0.9,0.9,-1.10129361e-05,0.00315751434,0.000254888696,0.0807245
0,3,2,78.46,78.46,0.4,0.4,0.9,0.9,-1.10129361e-05,0.00393286212,0.00027440388,0.0697721
0,3,2,90,90,0.5,0.5,0.9,0.9,-1.10129361e-05,0.0051766268,0.0002924402,0.0564924
0,3,2,101.5,101.5,0.6,0.6,0.9,0.9,-1.10129361e-05,0.00670788558,0.00035562365,0.0530158
0,3,2,113.6,113.6,0.7,0.7,0.9,0.9,-1.10129361e-05,0.00854166775,0.000380896868,0.0445928
0,3,2,126.9,126.9,0.8,0.8,0.9,0.9,-1.10129361e-05,0.0105308511,0.000496260124,0.0471244
0,3,2,143.1,143.1,0.9,0.9,0.9,0.9,-1.10129361e-05,0.0125755748,0.000570884367,0.0453963
0,3,2,180,180,1,1,0.9,0.9,-1.10129361e-05,0.0148329304,0.000624661302,0.0421131
0,4,2,36.87,36.87,0.1,0.1,0.9,0.9,-1.13785945e-05,0.00236058832,0.000199117874,0.084351
0,4,2,53.13,53.13,0.2,0.2,0.9,0.9,-1.13785945e-05,0.0018992574,0.000172766107,0.0909651
0,4,2,66.42,66.42,0.3,0.3,0.9,0.9,-1.13785945e-05,0.00176617832,0.000167951613,0.0950932
0,4,2,78.46,78.46,0.4,0.4,0.9,0.9,-1.13785945e-05,0.00209306419,0.000200576336,0.095829
0,4,2,90,90,0.5,0.5,0.9,0.9,-1.13785945e-05,0.00272070332,0.000227322706,0.0835529
0,4,2,101.5,101.5,0.6,0.6,0.9,0.9,-1.13785945e-05,0.00390662757,0.000242428422,0.0620557
0,4,2,113.6,113.6,0.7,0.7,0.9,0.9,-1.13785945e-05,0.00540133718,0.000310072328,0.0574066
0,4,2,126.9,126.9,0.8,0.8,0.9,0.9,-1.13785945e-05,0.00728832378,0.000430066403,0.0590076
0,4,2,143.1,143.1,0.9,0.9,0.9,0.9,-1.13785945e-05,0.00987392404,0.000474842398,0.0480905
0,4,2,180,180,1,1,0.9,0.9,-1.13785945e-05,0.0139387281,0.000623194951,0.0447096
0,5,2,36.87,36.87,0.1,0.1,0.9,0.9,6.57913329e-06,0.00248321973,0.0002058299,0.0828883
0,5,2,53.13,53.13,0.2,0.2,0.9,0.9,6.57913329e-06,0.00183296861,0.000183257828,0.0999787
0,5,2,66.42,66.42,0.3,0.3,0.9,0.9,6.57913329e-06,0.00112868957,0.0001369114,0.121301
0,5,2,78.46,78.46,0.4,0.4,0.9,0.9,6.57913329e-06,0.000642402749,0.000112393203,0.174958
0,5,2,90,90,0.5,0.5,0.9,0.9,6.57913329e-06,0.000451484423,9.22129135e-05,0.204244
0,5,2,101.5,101.5,0.6,0.6,0.9,0.9,6.57913329e-06,0.000609990162,0.000103812301,0.170187
0,5,2,113.6,113.6,0.7,0.7,0.9,0.9,6.57913329e-06,0.00116743645,0.000149842218,0.128351
0,5,2,126.9,126.9,0.8,0.8,0.9,0.9,6.57913329e-06,0.00223094683,0.000213591535,0.0957403
0,5,2,143.1,143.1,0.9,0.9,0.9,0.9,6.57913329e-06,0.00395303469,0.000288959933,0.0730983
0,5,2,180,180,1,1,0.9,0.9,6.57913329e-06,0.00856633728,0.000480806102,0.0561274
0,6,2,36.87,36.87,0.1,0.1,0.9,0.9,-3.60251206e-06,0.00331961013,0.000231554551,0.0697535
0,6,2,53.13,53.13,0.2,0.2,0.9,0.9,-3.60251206e-06,0.00326907102,0.000232501383,0.0711215
0,6,2,66.42,66.42,0.3,0.3,0.9,0.9,-3.60251206e-06,0.00303092539,0.000240296541,0.0792816
0,6,2,78.46,78.46,0.4,0.4,0.9,0.9,-3.60251206e-06,0.00253676966,0.000207317872,0.0817251
0,6,2,90,90,0.5,0.5,0.9,0.9,-3.60251206e-06,0.00199107528,0.000168454403,0.0846047
0,6,2,101.5,101.5,0.6,0.6,0.9,0.9,-3.60251206e-06,0.00140617181,0.000165870252,0.117959
0,6,2,113.6,113.6,0.7,0.7,0.9,0.9,-3.60251206e-06,0.000872257125,0.000128308044,0.147099
0,6,2,126.9,126.9,0.8,0.8,0.9,0.9,-3.60251206e-06,0.000489963976,9.48031027e-05,0.19349
0,6,2,143.1,143.1,0.9,0.9,0.9,0.9,-3.60251206e-06,0.000380960369,8.07589183e-05,0.211988
0,6,2,180,180,1,1,0.9,0.9,-3.60251206e-06,0.00178403269,0.000183626698,0.102928
0,7,2,36.87,36.87,0.1,0.1,0.9,0.9,-3.35584379e-07,0.00424200901,0.000264959768,0.0624609
0,7,2,53.13,53.13,0.2,0.2,0.9,0.9,-3.35584379e-07,0.00566820247,0.000323728541,0.0571131
0,7,2,66.42,66.42,0.3,0.3,0.9,0.9,-3.35584379e-07,0.00718531525,0.000405655576,0.0564562
0,7,2,78.46,78.46,0.4,0.4,0.9,0.9,-3.35584379e-07,0.00869001199,0.000404854869,0.0465885
0,7,2,90,90,0.5,0.5,0.9,0.9,-3.35584379e-07,0.00985607151,0.000474093674,0.0481017
0,7,2,101.5,101.5,0.6,0.6,0.9,0.9,-3.35584379e-07,0.0105318765,0.000563975441,0.0535494
0,7,2,113.6,113.6,0.7,0.7,0.9,0.9,-3.35584379e-07,0.0109549704,0.00051916141,0.0473905
0,7,2,126.9,126.9,0.8,0.8,0.9,0.9,-3.35584379e-07,0.0109295461,0.000456735019,0.041789
0,7,2,143.1,143.1,0.9,0.9,0.9,0.9,-3.35584379e-07,0.010014907,0.000514141141,0.0513376
0,7,2,180,180,1,1,0.9,0.9,-3.35584379e-07,0.00634613535,0.000352373819,0.0555257
0,8,2,36.87,36.87,0.1,0.1,0.9,0.9,9.51926216e-06,0.00350377838,0.000261411689,0.0746085
0,8,2,53.13,53.13,0.2,0.2,0.9,0.9,9.51926216e-06,0.00541336675,0.000342681769,0.0633029
0,8,2,66.42,66.42,0.3,0.3,0.9,0.9,9.51926216e-06,0.0090002203,0.000409564072,0.045506
0,8,2,78.46,78.46,0.4,0.4,0.9,0.9,9.51926216e-06,0.0142123309,0.000606424358,0.0426689
0,8,2,90,90,0.5,0.5,0.9,0.9,9.51926216e-06,0.0196682205,0.000769026781,0.0391
0,8,2,101.5,101.5,0.6,0.6,0.9,0.9,9.51926216e-06,0.0266033764,0.00102759507,0.0386265
0,8,2,113.6,113.6,0.7,0.7,0.9,0.9,9.51926216e-06,0.0332283755,0.00107430207,0.0323309
0,8,2,126.9,126.9,0.8,0.8,0.9,0.9,9.51926216e-06,0.0408915747,0.00146573553,0.0358444
0,8,2,143.1,143.1,0.9,0.9,0.9,0.9,9.51926216e-06,0.0472211241,0.00132750788,0.0281126
0,8,2,180,180,1,1,0.9,0.9,9.51926216e-06,0.0499839316,0.00185560542,0.037124
0,9,2,36.87,36.87,0.1,0.1,0.9,0.9,-1.1664123e-05,0.00273099229,0.000227142978,0.0831723
0,9,2,53.13,53.13,0.2,0.2,0.9,0.9,-1.1664123e-05,0.00313667904,0.000237748617,0.0757963
0,9,2,66.42,66.42,0.3,0.3,0.9,0.9,-1.1664123e-05,0.00434197481,0.000333606084,0.0768328
0,9,2,78.46,78.46,0.4,0.4,0.9,0.9,-1.1664123e-05,0.00605641946,0.000340458808,0.0562145
0,9,2,90,90,0.5,0.5,0.9,0.9,-1.1664123e-05,0.00850357135,0.000492085215,0.0578681
0,9,2,101.5,101.5,0.6,0.6,0.9,0.9,-1.1664123e-05,0.0114236869,0.000530866768,0.0464707
0,9,2,113.6,113.6,0.7,0.7,0.9,0.9,-1.1664123e-05,0.014435462,0.000720986568,0.0499455
0,9,2,126.9,126.9,0.8,0.8,0.9,0.9,-1.1664123e-05,0.0179832179,0.00076986535,0.0428102
0,9,2,143.1,143.1,0.9,0.9,0.9,0.9,-1.1664123e-05,0.021017867,0.000918356872,0.0436941
0,9,2,180,180,1,1,0.9,0.9,-1.1664123e-05,0.0238631702,0.000907700377,0.0380377
0,10,2,36.87,36.87,0.1,0.1,0.9,0.9,-9.7049419e-06,0.00292722875,0.000233844152,0.0798858
0,10,2,53.13,53.13,0.2,0.2,0.9,0.9,-9.7049419e-06,0.00266673674,0.000206380487,0.0773906
0,10,2,66.42,66.42,0.3,0.3,0.9,0.9,-9.7049419e-06,0.00224054437,0.000204904505,0.091453
0,10,2,78.46,78.46,0.4,0.4,0.9,0.9,-9.7049419e-06,0.00182816658,0.000165417631,0.0904828
0,10,2,90,90,0.5,0.5,0.9,0.9,-9.7049419e-06,0.0014070379,0.000142605185,0.101351
