trial,tgt_index,ref_index,phi_xt_deg,phi_wt_deg,x_t,w_t,x_r,w_r,dark_v,voltage_mean_v,voltage_std_v,std_ratio
0,2,2,36.87,36.87,0.1,0.1,0.9,0.9,-6.71197883e-05,0.0247239617,0.00144259136,0.0583479
0,2,2,51.52,51.52,0.188889,0.188889,0.9,0.9,-6.71197883e-05,0.0252347775,0.00135893449,0.0538517
0,2,2,63.61,63.61,0.277778,0.277778,0.9,0.9,-6.71197883e-05,0.0251445194,0.00144273152,0.0573776
0,2,2,74.53,74.53,0.366667,0.366667,0.9,0.9,-6.71197883e-05,0.0250349261,0.00135418384,0.0540918
0,2,2,84.9,84.9,0.455556,0.455556,0.9,0.9,-6.71197883e-05,0.0251015044,0.00143018479,0.0569761
0,2,2,95.1,95.1,0.544444,0.544444,0.9,0.9,-6.71197883e-05,0.0249676726,0.00142869675,0.0572219
0,2,2,105.5,105.5,0.633333,0.633333,0.9,0.9,-6.71197883e-05,0.0249385047,0.00146921967,0.0589137
0,2,2,116.4,116.4,0.722222,0.722222,0.9,0.9,-6.71197883e-05,0.0245130705,0.00127648702,0.0520737
0,2,2,128.5,128.5,0.811111,0.811111,0.9,0.9,-6.71197883e-05,0.0250325105,0.00144632716,0.057778
0,2,2,143.1,143.1,0.9,0.9,0.9,0.9,-6.71197883e-05,0.0249543949,0.0013803698,0.0553157
0,4,2,36.87,36.87,0.1,0.1,0.9,0.9,-8.96067239e-05,0.0195716932,0.00120146783,0.061388
0,4,2,51.52,51.52,0.188889,0.188889,0.9,0.9,-8.96067239e-05,0.0150192615,0.00112921338,0.0751843
0,4,2,63.61,63.61,0.277778,0.277778,0.9,0.9,-8.96067239e-05,0.0122576697,0.000995941748,0.0812505
0,4,2,74.53,74.53,0.366667,0.366667,0.9,0.9,-8.96067239e-05,0.0107732923,0.000904053867,0.0839162
0,4,2,84.9,84.9,0.455556,0.455556,0.9,0.9,-8.96067239e-05,0.0113893654,0.000892642821,0.0783751
0,4,2,95.1,95.1,0.544444,0.544444,0.9,0.9,-8.96067239e-05,0.0162583007,0.00112182572,0.0690002
0,4,2,105.5,105.5,0.633333,0.633333,0.9,0.9,-8.96067239e-05,0.0238984124,0.00145702186,0.0609673
0,4,2,116.4,116.4,0.722222,0.722222,0.9,0.9,-8.96067239e-05,0.0322483665,0.00161707056,0.0501443
0,4,2,128.5,128.5,0.811111,0.811111,0.9,0.9,-8.96067239e-05,0.0465836727,0.00197564643,0.0424107
0,4,2,143.1,143.1,0.9,0.9,0.9,0.9,-8.96067239e-05,0.0547429663,0.00214156066,0.0391203
0,5,2,36.87,36.87,0.1,0.1,0.9,0.9,-8.04642077e-05,0.0235968211,0.00136964647,0.0580437
0,5,2,51.52,51.52,0.188889,0.188889,0.9,0.9,-8.04642077e-05,0.020525777,0.0013394192,0.0652555
0,5,2,63.61,63.61,0.277778,0.277778,0.9,0.9,-8.04642077e-05,0.0165889839,0.0011590196,0.0698668
0,5,2,74.53,74.53,0.366667,0.366667,0.9,0.9,-8.04642077e-05,0.0126985158,0.00101182834,0.0796808
0,5,2,84.9,84.9,0.455556,0.455556,0.9,0.9,-8.04642077e-05,0.007239563,0.000724365575,0.100057
0,5,2,95.1,95.1,0.544444,0.544444,0.9,0.9,-8.04642077e-05,0.00353857395,0.000544135392,0.153773
0,5,2,105.5,105.5,0.633333,0.633333,0.9,0.9,-8.04642077e-05,0.0014476113,0.000348423452,0.240689
0,5,2,116.4,116.4,0.722222,0.722222,0.9,0.9,-8.04642077e-05,0.000213872204,0.000171956105,0.804013
0,5,2,128.5,128.5,0.811111,0.811111,0.9,0.9,-8.04642077e-05,0.00264497248,0.00046510245,0.175844
0,5,2,143.1,143.1,0.9,0.9,0.9,0.9,-8.04642077e-05,0.00873792394,0.000818547627,0.0936776
