block,pairs,x_2,w_2,x_3,w_3,x_4,w_4,x_5,w_5,x_6,w_6,x_7,w_7,x_8,w_8,dark_v,voltage_mean_v,voltage_std_v,range_v,pred_v
0,2+3,0.966449,0.491074,0.823962,0.892565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.00889513461,0.000431080282,0.1,0.00868847225
0,2+3,0.984652,0.774374,0.415242,0.213554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.00269152181,0.000209477235,0.1,0.0026688819
0,2+3,0.844359,0.846743,0.916561,0.460177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.00727051735,0.000403990854,0.1,0.00714796112
0,2+3,0.998487,0.222813,0.878449,0.410059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.00398041234,0.000279196115,0.1,0.00397003175
0,2+3,0.486768,0.427397,0.549887,0.832323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.00486716527,0.00032710084,0.1,0.00470358155
0,2+3,0.293975,0.452339,0.679078,0.871547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.00481845377,0.000323986182,0.1,0.00454526987
0,2+3,0.694577,0.693571,0.787908,0.778051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.0081631627,0.00045129411,0.1,0.00789446906
0,2+3,0.954030,0.291604,0.846199,0.387131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.00415847884,0.000231753439,0.1,0.00418122298
1,2+4,0.371796,0.885850,0.000000,0.000000,0.676864,0.814798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.00552679681,0.000309211629,0.1,0.00554550114
1,2+4,0.250442,0.384702,0.000000,0.000000,0.241391,0.171580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.39430506e-05,0.00058421666,9.8888308e-05,0.1,0.000621978043
