trial,tgt_index,ref_index,phi_xt_deg,phi_wt_deg,x_t,w_t,x_r,w_r,dark_v,voltage_mean_v,voltage_std_v,std_ratio
0,6,2,36.87,36.87,0.1,0.1,0.9,0.9,-2.79427443e-05,0.00965326164,0.000451402652,0.0467617
0,6,2,53.13,53.13,0.2,0.2,0.9,0.9,-2.79427443e-05,0.00958222526,0.000438438221,0.0457554
0,6,2,66.42,66.42,0.3,0.3,0.9,0.9,-2.79427443e-05,0.00874257077,0.000411762448,0.0470986
0,6,2,78.46,78.46,0.4,0.4,0.9,0.9,-2.79427443e-05,0.00743639909,0.000389452392,0.0523711
0,6,2,90,90,0.5,0.5,0.9,0.9,-2.79427443e-05,0.00590992026,0.000366335605,0.0619866
0,6,2,101.5,101.5,0.6,0.6,0.9,0.9,-2.79427443e-05,0.00411898365,0.000270570286,0.0656886
0,6,2,113.6,113.6,0.7,0.7,0.9,0.9,-2.79427443e-05,0.00250434928,0.000231854221,0.0925806
0,6,2,126.9,126.9,0.8,0.8,0.9,0.9,-2.79427443e-05,0.00119886021,0.000154212456,0.128633
0,6,2,143.1,143.1,0.9,0.9,0.9,0.9,-2.79427443e-05,0.000884170542,0.000113238235,0.128073
0,6,2,180,180,1,1,0.9,0.9,-2.79427443e-05,0.00607299145,0.000424638592,0.0699225
0,7,2,36.87,36.87,0.1,0.1,0.9,0.9,-4.80511917e-05,0.0126620978,0.000511082433,0.0403632
0,7,2,53.13,53.13,0.2,0.2,0.9,0.9,-4.80511917e-05,0.0166364275,0.000731042834,0.0439423
0,7,2,66.42,66.42,0.3,0.3,0.9,0.9,-4.80511917e-05,0.0206227011,0.000790893008,0.0383506
0,7,2,78.46,78.46,0.4,0.4,0.9,0.9,-4.80511917e-05,0.0243223691,0.00101674627,0.0418029
0,7,2,90,90,0.5,0.5,0.9,0.9,-4.80511917e-05,0.0279609823,0.000898053608,0.0321181
0,7,2,101.5,101.5,0.6,0.6,0.9,0.9,-4.80511917e-05,0.0307935989,0.00103009877,0.0334517
0,7,2,113.6,113.6,0.7,0.7,0.9,0.9,-4.80511917e-05,0.0316986353,0.00104285463,0.032899
0,7,2,126.9,126.9,0.8,0.8,0.9,0.9,-4.80511917e-05,0.0314575694,0.0011121304,0.0353533
0,7,2,143.1,143.1,0.9,0.9,0.9,0.9,-4.80511917e-05,0.0286440495,0.00108585596,0.0379086
0,7,2,180,180,1,1,0.9,0.9,-4.80511917e-05,0.0162279652,0.000701644276,0.0432367
0,8,2,36.87,36.87,0.1,0.1,0.9,0.9,-3.04495731e-05,0.00981393926,0.000514238777,0.0523988
0,8,2,53.13,53.13,0.2,0.2,0.9,0.9,-3.04495731e-05,0.0149605268,0.000631753658,0.042228
0,8,2,66.42,66.42,0.3,0.3,0.9,0.9,-3.04495731e-05,0.024923052,0.000895951989,0.0359487
0,8,2,78.46,78.46,0.4,0.4,0.9,0.9,-3.04495731e-05,0.0378192827,0.00155257768,0.0410525
0,8,2,90,90,0.5,0.5,0.9,0.9,-3.04495731e-05,0.0560418012,0.00193943249,0.0346069
0,8,2,101.5,101.5,0.6,0.6,0.9,0.9,-3.04495731e-05,0.073831126,0.00220814144,0.029908
0,8,2,113.6,113.6,0.7,0.7,0.9,0.9,-3.04495731e-05,0.0943081714,0.00323586595,0.0343116
0,8,2,126.9,126.9,0.8,0.8,0.9,0.9,-3.04495731e-05,0.11618176,0.00319152859,0.0274701
0,8,2,143.1,143.1,0.9,0.9,0.9,0.9,-3.04495731e-05,0.135863364,0.00359327118,0.0264477
0,8,2,180,180,1,1,0.9,0.9,-3.04495731e-05,0.141881803,0.00417323725,0.0294135
