trial,tgt_index,ref_index,phi_xt_deg,phi_wt_deg,x_t,w_t,x_r,w_r,dark_v,voltage_mean_v,voltage_std_v,std_ratio
0,3,2,36.87,36.87,0.1,0.1,0.9,0.9,-3.58463639e-05,0.0079739606,0.000429032913,0.0538042
0,3,2,53.13,53.13,0.2,0.2,0.9,0.9,-3.58463639e-05,0.00804904612,0.000397866872,0.0494303
0,3,2,66.42,66.42,0.3,0.3,0.9,0.9,-3.58463639e-05,0.00931014992,0.000414493486,0.0445206
0,3,2,78.46,78.46,0.4,0.4,0.9,0.9,-3.58463639e-05,0.011765238,0.000527828697,0.0448634
0,3,2,90,90,0.5,0.5,0.9,0.9,-3.58463639e-05,0.0151645337,0.000536517002,0.0353797
0,3,2,101.5,101.5,0.6,0.6,0.9,0.9,-3.58463639e-05,0.0194142594,0.000636968594,0.0328093
0,3,2,113.6,113.6,0.7,0.7,0.9,0.9,-3.58463639e-05,0.0247974906,0.000794208396,0.0320278
0,3,2,126.9,126.9,0.8,0.8,0.9,0.9,-3.58463639e-05,0.0305566838,0.000922349406,0.0301849
0,3,2,143.1,143.1,0.9,0.9,0.9,0.9,-3.58463639e-05,0.0371836374,0.00122889553,0.0330494
0,3,2,180,180,1,1,0.9,0.9,-3.58463639e-05,0.0435109746,0.0012798651,0.0294148
0,4,2,36.87,36.87,0.1,0.1,0.9,0.9,-3.79613431e-05,0.00690710184,0.00034488222,0.0499315
0,4,2,53.13,53.13,0.2,0.2,0.9,0.9,-3.79613431e-05,0.00577073415,0.000324062993,0.0561563
0,4,2,66.42,66.42,0.3,0.3,0.9,0.9,-3.79613431e-05,0.00522594916,0.000327632283,0.0626934
0,4,2,78.46,78.46,0.4,0.4,0.9,0.9,-3.79613431e-05,0.00584339733,0.000339027374,0.0580189
0,4,2,90,90,0.5,0.5,0.9,0.9,-3.79613431e-05,0.00760163666,0.000389641939,0.0512576
0,4,2,101.5,101.5,0.6,0.6,0.9,0.9,-3.79613431e-05,0.0106464513,0.000527250077,0.0495236
0,4,2,113.6,113.6,0.7,0.7,0.9,0.9,-3.79613431e-05,0.0149665346,0.000616849916,0.0412153
0,4,2,126.9,126.9,0.8,0.8,0.9,0.9,-3.79613431e-05,0.0205440993,0.000907686408,0.0441823
0,4,2,143.1,143.1,0.9,0.9,0.9,0.9,-3.79613431e-05,0.0284973035,0.00104318622,0.0366065
0,4,2,180,180,1,1,0.9,0.9,-3.79613431e-05,0.0414500307,0.00142206705,0.034308
0,5,2,36.87,36.87,0.1,0.1,0.9,0.9,-3.26009198e-05,0.00709504475,0.000400661908,0.0564707
0,5,2,53.13,53.13,0.2,0.2,0.9,0.9,-3.26009198e-05,0.00533860256,0.000313989058,0.0588148
0,5,2,66.42,66.42,0.3,0.3,0.9,0.9,-3.26009198e-05,0.00340205218,0.000252381909,0.0741852
0,5,2,78.46,78.46,0.4,0.4,0.9,0.9,-3.26009198e-05,0.00206839838,0.000189396189,0.0915666
0,5,2,90,90,0.5,0.5,0.9,0.9,-3.26009198e-05,0.00139771514,0.000145341942,0.103985
0,5,2,101.5,101.5,0.6,0.6,0.9,0.9,-3.26009198e-05,0.00164214626,0.000173985881,0.10595
0,5,2,113.6,113.6,0.7,0.7,0.9,0.9,-3.26009198e-05,0.00316464078,0.000244014033,0.0771064
0,5,2,126.9,126.9,0.8,0.8,0.9,0.9,-3.26009198e-05,0.00622562565,0.000391763252,0.0629275
0,5,2,143.1,143.1,0.9,0.9,0.9,0.9,-3.26009198e-05,0.0119025395,0.000584805783,0.0491329
0,5,2,180,180,1,1,0.9,0.9,-3.26009198e-05,0.0265160369,0.000796905221,0.0300537
