block,pairs,x_2,w_2,x_3,w_3,x_4,w_4,x_5,w_5,x_6,w_6,x_7,w_7,x_8,w_8,dark_v,voltage_mean_v,voltage_std_v,range_v,pred_v
0,2+3+4+5+6,0.791230,0.977558,0.353734,0.793014,0.401401,0.635431,0.589520,0.624919,0.814260,0.700597,0.000000,0.000000,0.000000,0.000000,-2.9001633e-05,0.0206899036,0.000842866574,0.1,0.012413209
0,2+3+4+5+6,0.953946,0.265252,0.329997,0.135077,0.580164,0.800137,0.154277,0.106676,0.372662,0.359448,0.000000,0.000000,0.000000,0.000000,-2.9001633e-05,0.0068938932,0.000397931179,0.1,0.00565525354
0,2+3+4+5+6,0.938649,0.978113,0.788315,0.318415,0.228990,0.477613,0.311343,0.181162,0.331657,0.980102,0.000000,0.000000,0.000000,0.000000,-2.9001633e-05,0.000525606533,0.000103655013,0.1,0.000139952747
0,2+3+4+5+6,0.402030,0.272232,0.599815,0.435050,0.780659,0.297887,0.353771,0.846503,0.830921,0.525897,0.000000,0.000000,0.000000,0.000000,-2.9001633e-05,0.0390649838,0.0011146126,0.1,0.028371756
0,2+3+4+5+6,0.868212,0.898793,0.550852,0.187450,0.518445,0.268367,0.998933,0.211257,0.685647,0.276812,0.000000,0.000000,0.000000,0.000000,-2.9001633e-05,0.00536350657,0.000298971354,0.1,0.00349239744
0,2+3+4+5+6,0.680237,0.686679,0.189093,0.331667,0.183501,0.178228,0.651164,0.784994,0.639337,0.936293,0.000000,0.000000,0.000000,0.000000,-2.9001633e-05,0.0321198618,0.00100896931,0.1,0.0267278341
0,2+3+4+5+6,0.112639,0.422151,0.528450,0.646815,0.166750,0.613689,0.343779,0.591666,0.392801,0.304002,0.000000,0.000000,0.000000,0.000000,-2.9001633e-05,0.0127652844,0.000508978126,0.1,0.00784172653
0,2+3+4+5+6,0.293979,0.223148,0.303782,0.156638,0.626142,0.827616,0.797116,0.262761,0.639350,0.619856,0.000000,0.000000,0.000000,0.000000,-2.9001633e-05,0.028526387,0.000849952625,0.1,0.021869252
1,2+3+4+5+7,0.653170,0.865461,0.320769,0.440906,0.961055,0.754710,0.617438,0.337197,0.000000,0.000000,0.712433,0.452644,0.000000,0.000000,-2.9001633e-05,0.0222092292,0.000694089019,0.1,0.0211692548
1,2+3+4+5+7,0.469395,0.556589,0.126892,0.851233,0.564924,0.197770,0.884961,0.886609,0.000000,0.000000,0.533133,0.102414,0.000000,0.000000,-2.9001633e-05,0.0367853276,0.000925258017,0.1,0.0339521556
