block,pairs,x_2,w_2,x_3,w_3,x_4,w_4,x_5,w_5,x_6,w_6,x_7,w_7,x_8,w_8,dark_v,voltage_mean_v,voltage_std_v,range_v,pred_v
0,2+3+4+5+6+7,0.362953,0.195359,0.649554,0.377794,0.143903,0.978883,0.590216,0.177453,0.434939,0.718591,0.966885,0.446063,0.000000,0.000000,-4.61476648e-05,0.00981625173,0.00049682929,0.1,0.00527346746
0,2+3+4+5+6+7,0.340485,0.282226,0.565553,0.357527,0.628737,0.699960,0.544266,0.520704,0.722217,0.638579,0.283142,0.756978,0.000000,0.000000,-4.61476648e-05,0.013914098,0.000615669092,0.1,0.00839842325
0,2+3+4+5+6+7,0.346413,0.269109,0.421234,0.146999,0.717262,0.610322,0.612863,0.432319,0.606965,0.461271,0.921965,0.161428,0.000000,0.000000,-4.61476648e-05,0.0110293347,0.000557418184,0.1,0.00604199662
0,2+3+4+5+6+7,0.871011,0.594585,0.631846,0.309397,0.669031,0.793853,0.694755,0.996573,0.567722,0.164305,0.563531,0.168573,0.000000,0.000000,-4.61476648e-05,0.0433170737,0.00137536943,0.1,0.0402881312
0,2+3+4+5+6+7,0.745520,0.523473,0.224794,0.954296,0.635622,0.143439,0.621070,0.661421,0.977679,0.786089,0.607863,0.384027,0.000000,0.000000,-4.61476648e-05,0.0155191374,0.000675531059,0.1,0.0110767337
0,2+3+4+5+6+7,0.678642,0.188209,0.185963,0.980718,0.418879,0.230330,0.171379,0.404817,0.656121,0.543801,0.251997,0.976293,0.000000,0.000000,-4.61476648e-05,0.00495826789,0.000345771729,0.1,0.00400799927
0,2+3+4+5+6+7,0.883343,0.319574,0.632680,0.325554,0.351474,0.909910,0.948273,0.327944,0.967790,0.960810,0.586994,0.895462,0.000000,0.000000,-4.61476648e-05,0.026649812,0.00114277434,0.1,0.0188587942
0,2+3+4+5+6+7,0.280282,0.997323,0.657637,0.468454,0.858497,0.390344,0.766236,0.384868,0.735777,0.396924,0.995680,0.316755,0.000000,0.000000,-4.61476648e-05,0.00299282884,0.000344208641,0.1,0.000761888017
1,2+3+4+5+6+8,0.378653,0.783821,0.338280,0.143656,0.396537,0.637708,0.810168,0.568566,0.678275,0.376054,0.000000,0.000000,0.999263,0.466113,-4.61476648e-05,0.0292167938,0.000895896918,0.1,0.022514633
1,2+3+4+5+6+8,0.588165,0.943140,0.656933,0.501744,0.545122,0.630163,0.494176,0.750481,0.584509,0.608634,0.000000,0.000000,0.524755,0.148252,-4.61476648e-05,0.0462034913,0.0012113454,0.1,0.0371317831
1,2+3+4+5+6+8,0.836074,0.988340,0.955187,0.347794,0.194086,0.116234,0.975579,0.203304,0.940689,0.272092,0.000000,0.000000,0.669679,0.504712,-4.61476648e-05,0.0445084394,0.00137186497,0.1,0.0430422683
1,2+3+4+5+6+8,0.674543,0.887082,0.411576,0.230324,0.487956,0.208971,0.405466,0.210400,0.384806,0.840559,0.000000,0.000000,0.655767,0.947005,-4.61476648e-05,0.0404598541,0.0013000417,0.1,0.0394515809
1,2+3+4+5+6+8,0.179812,0.300429,0.530451,0.946081,0.270815,0.639324,0.565555,0.299056,0.472808,0.231425,0.000000,0.000000,0.135619,0.598859,-4.61476648e-05,0.0294751577,0.000914264264,0.1,0.0214778435
1,2+3+4+5+6+8,0.940286,0.449433,0.619614,0.274614,0.275328,0.175237,0.347725,0.404552,0.303240,0.864887,0.000000,0.000000,0.860517,0.277206,-4.61476648e-05,0.0204092586,0.000770810248,0.1,0.0189828804
1,2+3+4+5+6+8,0.417872,0.369762,0.786949,0.533511,0.522716,0.742771,0.105738,0.362492,0.814718,0.252117,0.000000,0.000000,0.141235,0.201864,-4.61476648e-05,0.0318818755,0.000956050103,0.1,0.0246129175
