trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v,voltage_sem_v,sem_ratio
0,0,1,1,1,0.0246166634,0.00464033474,0.000232016737,0.00942519
0,0,1,0.9,0.9,0.0247286253,0.001132506,5.66253e-05,0.00228987
0,0,1,0.8,0.8,0.0226699564,0.000943721522,4.71860761e-05,0.00208144
0,0,1,0.7,0.7,0.0203655137,0.00103894427,5.19472134e-05,0.00255074
0,0,1,0.6,0.6,0.0170704839,0.000801394957,4.00697478e-05,0.00234731
0,0,1,0.5,0.5,0.014481139,0.000766411326,3.83205663e-05,0.00264624
0,0,1,0.4,0.4,0.0113930269,0.000712283621,3.56141811e-05,0.00312596
0,0,1,0.3,0.3,0.00910124225,0.000560725474,2.80362737e-05,0.00308049
0,0,1,0.2,0.2,0.00594081713,0.000477270201,2.386351e-05,0.00401687
0,0,1,0.1,0.1,0.00345162244,0.00035667936,1.7833968e-05,0.00516684
0,0,0,1,0,-1.35996528e-05,4.04608138e-05,2.02304069e-06,0.148757
0,0,0,0.9,0,-8.28871677e-06,4.82995064e-05,2.41497532e-06,0.291357
0,0,0,0.8,0,-1.6789586e-05,3.86662245e-05,1.93331122e-06,0.115149
0,0,0,0.7,0,-1.45022065e-05,4.37107544e-05,2.18553772e-06,0.150704
0,0,0,0.6,0,-2.9752108e-05,3.59256304e-05,1.79628152e-06,0.0603749
0,0,0,0.5,0,-3.24573671e-05,3.71799838e-05,1.85899919e-06,0.0572751
0,0,0,0.4,0,-3.22479514e-05,3.48275226e-05,1.74137613e-06,0.0539996
0,0,0,0.3,0,-2.5044984e-05,3.7484852e-05,1.8742426e-06,0.074835
0,0,0,0.2,0,-4.01896391e-05,3.48495725e-05,1.74247863e-06,0.0433564
0,0,0,0.1,0,-2.99506945e-05,4.23752991e-05,2.11876495e-06,0.0707418
0,0,1,0,0,0.000575964268,0.000152113251,7.60566256e-06,0.0132051
0,0,0.9,0,0,0.000531551931,0.000153016062,7.65080312e-06,0.0143933
0,0,0.8,0,0,0.000370259979,0.000119105307,5.95526534e-06,0.016084
0,0,0.7,0,0,0.000305159988,0.000114932987,5.74664933e-06,0.0188316
0,0,0.6,0,0,0.000226135179,0.000103180979,5.15904896e-06,0.022814
0,0,0.5,0,0,0.00011942503,8.33895119e-05,4.1694756e-06,0.0349129
0,0,0.4,0,0,7.68740201e-05,6.99673678e-05,3.49836839e-06,0.0455078
0,0,0.3,0,0,2.00522294e-05,5.86272245e-05,2.93136123e-06,0.146186
0,0,0.2,0,0,-9.09811893e-06,5.08373279e-05,2.54186639e-06,0.279384
0,0,0.1,0,0,-2.22109812e-05,4.4761321e-05,2.23806605e-06,0.100764
0,0,0,0,0,-3.96683191e-05,3.19058398e-05,1.59529199e-06,0.0402158
0,1,1,1,1,0.022222619,0.00105270308,5.26351539e-05,0.00236854
0,1,1,0.9,0.9,0.0198737813,0.000919627368,4.59813684e-05,0.00231367
0,1,1,0.8,0.8,0.0185862973,0.00089793097,4.48965485e-05,0.00241557
0,1,1,0.7,0.7,0.0164361968,0.000891459606,4.45729803e-05,0.00271188
0,1,1,0.6,0.6,0.0137529884,0.00072800223,3.64001115e-05,0.00264671
0,1,1,0.5,0.5,0.011693455,0.00065061867,3.25309335e-05,0.00278198
0,1,1,0.4,0.4,0.00894198241,0.000610795929,3.05397965e-05,0.00341533
0,1,1,0.3,0.3,0.00683819909,0.000536067683,2.68033842e-05,0.00391966
0,1,1,0.2,0.2,0.00445405541,0.00041741184,2.0870592e-05,0.00468575
0,1,1,0.1,0.1,0.00226297964,0.000281574156,1.40787078e-05,0.00622131
0,1,0,1,0,-1.93026583e-05,4.11016664e-05,2.05508332e-06,0.106466
0,1,0,0.9,0,-1.32522715e-05,3.72526453e-05,1.86263227e-06,0.140552
0,1,0,0.8,0,-1.33246836e-05,3.88002286e-05,1.94001143e-06,0.145595
0,1,0,0.7,0,-2.3762399e-05,3.85157062e-05,1.92578531e-06,0.0810434
0,1,0,0.6,0,-2.23086979e-05,3.62205129e-05,1.81102564e-06,0.0811802
0,1,0,0.5,0,-2.44237792e-05,3.75065736e-05,1.87532868e-06,0.0767829
0,1,0,0.4,0,-1.96714193e-05,3.39086922e-05,1.69543461e-06,0.0861877
0,1,0,0.3,0,-2.81251261e-05,3.5549048e-05,1.7774524e-06,0.063198
0,1,0,0.2,0,-2.47564103e-05,3.47730507e-05,1.73865253e-06,0.0702304
0,1,0,0.1,0,-2.73747732e-05,3.44141801e-05,1.720709e-06,0.0628575
0,1,1,0,0,-1.90193921e-05,4.03972457e-05,2.01986228e-06,0.1062
0,1,0.9,0,0,-2.11402096e-05,3.59298312e-05,1.79649156e-06,0.0849798
0,1,0.8,0,0,-2.30784092e-05,3.95738801e-05,1.978694e-06,0.0857379
0,1,0.7,0,0,-1.55164895e-05,3.93325774e-05,1.96662887e-06,0.126744
0,1,0.6,0,0,-1.64428925e-05,3.91970374e-05,1.95985187e-06,0.119191
0,1,0.5,0,0,-2.25016311e-05,3.58295812e-05,1.79147906e-06,0.0796155
0,1,0.4,0,0,-2.13740268e-05,3.66465303e-05,1.83232651e-06,0.0857268
0,1,0.3,0,0,-1.49624014e-05,3.68992206e-05,1.84496103e-06,0.123306
0,1,0.2,0,0,-2.74407768e-05,3.57448709e-05,1.78724354e-06,0.0651309
0,1,0.1,0,0,-2.89383429e-05,3.4799502e-05,1.7399751e-06,0.060127
0,1,0,0,0,-3.27686204e-05,3.50898381e-05,1.75449191e-06,0.0535418
0,3,1,1,1,0.0272190784,0.0010388652,5.19432599e-05,0.00190834
0,3,1,0.9,0.9,0.0249563889,0.00108943229,5.44716147e-05,0.00218267
0,3,1,0.8,0.8,0.0224866846,0.000999723284,4.99861642e-05,0.00222292
0,3,1,0.7,0.7,0.0201375804,0.00093537074,4.6768537e-05,0.00232245
0,3,1,0.6,0.6,0.0168693704,0.000825781606,4.12890803e-05,0.00244758
0,3,1,0.5,0.5,0.0136075468,0.000754993901,3.77496951e-05,0.00277417
0,3,1,0.4,0.4,0.0109541472,0.000675184121,3.3759206e-05,0.00308187
