trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v,voltage_sem_v,sem_ratio
0,3,1,0.3,0.3,0.00875299684,0.000574315869,2.87157934e-05,0.00328068
0,3,1,0.2,0.2,0.00561355508,0.000461817253,2.30908627e-05,0.00411341
0,3,1,0.1,0.1,0.00270313113,0.00032020819,1.60104095e-05,0.00592291
0,3,0,1,0,-6.21625678e-06,4.24947219e-05,2.1247361e-06,0.341803
0,3,0,0.9,0,-8.46305689e-06,3.999312e-05,1.999656e-06,0.236281
0,3,0,0.8,0,-1.1483531e-05,4.19943447e-05,2.09971723e-06,0.182846
0,3,0,0.7,0,-7.35051813e-06,4.68776991e-05,2.34388496e-06,0.318873
0,3,0,0.6,0,-2.39762184e-05,5.19214899e-05,2.59607449e-06,0.108277
0,3,0,0.5,0,-2.33221249e-05,3.88272416e-05,1.94136208e-06,0.0832412
0,3,0,0.4,0,-1.44155042e-05,3.88296838e-05,1.94148419e-06,0.13468
0,3,0,0.3,0,-1.43183038e-05,3.50132501e-05,1.7506625e-06,0.122267
0,3,0,0.2,0,-2.26995226e-05,4.1854534e-05,2.0927267e-06,0.0921925
0,3,0,0.1,0,-3.45459439e-05,3.36631606e-05,1.68315803e-06,0.0487223
0,3,1,0,0,-1.83421871e-05,4.08980325e-05,2.04490163e-06,0.111486
0,3,0.9,0,0,-1.72211495e-05,4.27156941e-05,2.13578471e-06,0.124021
0,3,0.8,0,0,-2.39386301e-05,3.90175213e-05,1.95087607e-06,0.0814949
0,3,0.7,0,0,-3.20441981e-05,3.72304496e-05,1.86152248e-06,0.0580923
0,3,0.6,0,0,-2.45745313e-05,4.22374133e-05,2.11187066e-06,0.0859374
0,3,0.5,0,0,-2.74120297e-05,3.78302011e-05,1.89151005e-06,0.0690029
0,3,0.4,0,0,-2.23568356e-05,3.74671233e-05,1.87335617e-06,0.0837934
0,3,0.3,0,0,-3.05279506e-05,3.72659819e-05,1.86329909e-06,0.0610358
0,3,0.2,0,0,-2.99517138e-05,3.53401372e-05,1.76700686e-06,0.0589952
0,3,0.1,0,0,-3.11591719e-05,3.44683494e-05,1.72341747e-06,0.0553101
0,3,0,0,0,-3.09922047e-05,3.13022282e-05,1.56511141e-06,0.0505002
