coordinate_px,wavelength_nm,level,intensity,raw_intensity_w
888.2592459046541,779.5507027958423,370,0.010678525941795955,5.82964020912e-05
888.2592459046541,779.5507027958423,380,0.004064005994156674,2.2178233755200004e-05
888.2592459046541,779.5507027958423,390,4.877775383631845e-05,2.684225108e-07
888.2592459046541,779.5507027958423,400,0.0,0.0
888.2592459046541,779.5507027958423,410,0.001222866000760455,6.643236231200001e-06
888.2592459046541,779.5507027958423,420,0.005754834601162154,3.13416414432e-05
888.2592459046541,779.5507027958423,430,0.013024098130200612,7.09467355432e-05
888.2592459046541,779.5507027958423,440,0.023152056900362993,0.00012632809922319998
888.2592459046541,779.5507027958423,450,0.03565803577258645,0.00019464271006320002
888.2592459046541,779.5507027958423,460,0.050854895424387606,0.0002773369146232
888.2592459046541,779.5507027958423,470,0.06944165240738429,0.00037888101846319996
888.2592459046541,779.5507027958423,480,0.08519747408339132,0.0004647313341032
888.2592459046541,779.5507027958423,490,0.11492607019945149,0.0006270331387832001
888.2592459046541,779.5507027958423,500,0.13469930624159032,0.0007349661202232001
888.2592459046541,779.5507027958423,510,0.1623740782082747,0.0008855232355032001
888.2592459046541,779.5507027958423,520,0.1820435361314288,0.0009930876513432
888.2592459046541,779.5507027958423,530,0.2090373251128007,0.0011409501900632
888.2592459046541,779.5507027958423,540,0.23343280555778093,0.0012739423452632
888.2592459046541,779.5507027958423,550,0.26830595534085505,0.0014632812868632
888.2592459046541,779.5507027958423,560,0.29927630197201976,0.0016324198276631999
888.2592459046541,779.5507027958423,570,0.32979570550341786,0.0017995099944632
888.2592459046541,779.5507027958423,580,0.3760327819135894,0.0020518295124631997
888.2592459046541,779.5507027958423,590,0.3914354638436403,0.0021354910164632
888.2592459046541,779.5507027958423,600,0.42927207982984855,0.0023409030540632
888.2592459046541,779.5507027958423,610,0.4830003044792376,0.0026350162968632003
888.2592459046541,779.5507027958423,620,0.5108745460959759,0.0027876397300632
888.2592459046541,779.5507027958423,630,0.5448178204999559,0.0029727140664632
888.2592459046541,779.5507027958423,640,0.5821965428404736,0.0031764668436632
888.2592459046541,779.5507027958423,650,0.6126986103605085,0.0033430061124631997
888.2592459046541,779.5507027958423,660,0.6532157877174751,0.0035660419164632003
888.2592459046541,779.5507027958423,670,0.6682280998021822,0.0036450929568631997
888.2592459046541,779.5507027958423,680,0.6817749167526109,0.0037203371696632004
888.2592459046541,779.5507027958423,690,0.7407057784082801,0.0040414409244632
888.2592459046541,779.5507027958423,700,0.7602023529213304,0.0041485649752632
888.2592459046541,779.5507027958423,710,0.7727483867329997,0.0042181343148632
888.2592459046541,779.5507027958423,720,0.8246415301540995,0.0044997731412632
888.2592459046541,779.5507027958423,730,0.8188801580223612,0.004470227332863201
888.2592459046541,779.5507027958423,740,0.8503537538683333,0.0046404009736632
888.2592459046541,779.5507027958423,750,0.8750791792052032,0.0047753742044632
888.2592459046541,779.5507027958423,760,0.8902909430228958,0.0048590887808632
888.2592459046541,779.5507027958423,770,0.9204144488783306,0.005023038793663201
888.2592459046541,779.5507027958423,780,0.9148720538034065,0.004993625779663199
888.2592459046541,779.5507027958423,790,0.9166109531231628,0.005004601522063199
888.2592459046541,779.5507027958423,800,0.9743691359065326,0.0053160495368631995
888.2592459046541,779.5507027958423,810,0.9750905146415004,0.0053218119212631995
888.2592459046541,779.5507027958423,820,0.9810133898670169,0.0053530861448632
888.2592459046541,779.5507027958423,830,0.9540051967334887,0.005206321970863199
888.2592459046541,779.5507027958423,840,0.9867060088948254,0.005384918408063199
888.2592459046541,779.5507027958423,850,0.9963320111318598,0.0054367818944632
888.2592459046541,779.5507027958423,860,0.983464463495257,0.0053680348604632
888.2592459046541,779.5507027958423,870,0.9947059566454466,0.0054271299916632
888.2592459046541,779.5507027958423,880,0.9839296908370784,0.005370750459263201
888.2592459046541,779.5507027958423,890,1.0018626900106775,0.0054649926144632
888.2592459046541,779.5507027958423,900,0.9729413487893674,0.0053085486812632
948.2592459046541,779.2113461778121,370,0.01215051228497564,6.61820054572e-05
948.2592459046541,779.2113461778121,380,0.00397861100875472,2.16550753052e-05
948.2592459046541,779.2113461778121,390,0.00015128541354806808,8.194076872e-07
948.2592459046541,779.2113461778121,400,0.0,0.0
948.2592459046541,779.2113461778121,410,0.0009358292526014249,5.1049877787999995e-06
948.2592459046541,779.2113461778121,420,0.005527834679483531,3.0109188189200005e-05
948.2592459046541,779.2113461778121,430,0.012219093037083325,6.65525894772e-05
948.2592459046541,779.2113461778121,440,0.022312110207226055,0.0001215219070452
948.2592459046541,779.2113461778121,450,0.0355951260977517,0.0001938759609652
948.2592459046541,779.2113461778121,460,0.051731467800194136,0.0002817650950052
948.2592459046541,779.2113461778121,470,0.06610851302169199,0.00036006350044519997
948.2592459046541,779.2113461778121,480,0.09216989593361659,0.0005020316190052
948.2592459046541,779.2113461778121,490,0.11719804239169951,0.0006382925929252001
948.2592459046541,779.2113461778121,500,0.13984745574763102,0.0007617135926452
948.2592459046541,779.2113461778121,510,0.15960840468961293,0.0008691841263652
948.2592459046541,779.2113461778121,520,0.18416754381334846,0.0010031470639252
948.2592459046541,779.2113461778121,530,0.21155417739013116,0.0011521763948452001
948.2592459046541,779.2113461778121,540,0.23935827519773212,0.0013036368676452
948.2592459046541,779.2113461778121,550,0.27091231410199496,0.0014753522832452002
948.2592459046541,779.2113461778121,560,0.30043076782397576,0.0016361613704452002
948.2592459046541,779.2113461778121,570,0.3373125442410124,0.0018371333176452002
948.2592459046541,779.2113461778121,580,0.3809850859171586,0.0020749813108452
948.2592459046541,779.2113461778121,590,0.4233831506626145,0.0023056011452452
948.2592459046541,779.2113461778121,600,0.45457815418368114,0.0024757524220452
948.2592459046541,779.2113461778121,610,0.4869888567881509,0.0026520918740452
948.2592459046541,779.2113461778121,620,0.4995409031786218,0.0027205076856452
948.2592459046541,779.2113461778121,630,0.55592142361624,0.0030277810772451996
948.2592459046541,779.2113461778121,640,0.5801528061977598,0.0031593683120452005
948.2592459046541,779.2113461778121,650,0.6425734282405411,0.0034996458160451993
948.2592459046541,779.2113461778121,660,0.6310065221919942,0.0034364607272452004
948.2592459046541,779.2113461778121,670,0.666295294888861,0.0036285255920452
948.2592459046541,779.2113461778121,680,0.7124652005895475,0.0038801136344451996
948.2592459046541,779.2113461778121,690,0.7083725768461788,0.0038579010132451996
948.2592459046541,779.2113461778121,700,0.7800708546344691,0.0042484600004452
948.2592459046541,779.2113461778121,710,0.8234675207925028,0.0044845700384451995
948.2592459046541,779.2113461778121,720,0.7974312190443262,0.0043430849544452
948.2592459046541,779.2113461778121,730,0.8638818943633272,0.0047052302396452
948.2592459046541,779.2113461778121,740,0.8664436525176812,0.0047188424124452
948.2592459046541,779.2113461778121,750,0.8935036464942658,0.004866168932845199
948.2592459046541,779.2113461778121,760,0.8927161276095155,0.0048620539696452
948.2592459046541,779.2113461778121,770,0.918650420081798,0.0050030594968452
948.2592459046541,779.2113461778121,780,0.9042641173591267,0.0049250990976452
948.2592459046541,779.2113461778121,790,0.9404557211444081,0.005122002179645199
948.2592459046541,779.2113461778121,800,0.9804821455295339,0.005339881863645199
948.2592459046541,779.2113461778121,810,1.009689697563325,0.0054988857152452
948.2592459046541,779.2113461778121,820,0.98875405879275,0.005384996727645201
948.2592459046541,779.2113461778121,830,1.0141205347645883,0.005523175462845199
948.2592459046541,779.2113461778121,840,1.0015405761149831,0.0054545076400452
948.2592459046541,779.2113461778121,850,0.9924282865134488,0.0054052812668452
948.2592459046541,779.2113461778121,860,1.0071082310344304,0.005485108413245201
948.2592459046541,779.2113461778121,870,0.9784528005742557,0.005329032130445201
948.2592459046541,779.2113461778121,880,1.0114553773037789,0.005508415714445201
948.2592459046541,779.2113461778121,890,1.0434244043471166,0.005682643396845199
948.2592459046541,779.2113461778121,900,1.0177998993255963,0.0055433729364452
1008.2592459046541,778.8726062635442,370,0.011554886795009055,6.75574291316e-05
1008.2592459046541,778.8726062635442,380,0.0036680878135425653,2.14438407796e-05
1008.2592459046541,778.8726062635442,390,0.00010189323270231969,5.91075916e-07
1008.2592459046541,778.8726062635442,400,0.0,0.0
1008.2592459046541,778.8726062635442,410,0.0005511586195402912,3.2204062256e-06
1008.2592459046541,778.8726062635442,420,0.004993895733102755,2.9188197295600002e-05
1008.2592459046541,778.8726062635442,430,0.010529813426025707,6.15688913476e-05
1008.2592459046541,778.8726062635442,440,0.01982809268040266,0.00011593403849160001
1008.2592459046541,778.8726062635442,450,0.033650125623528405,0.00019672021581159995
1008.2592459046541,778.8726062635442,460,0.049360083508741555,0.0002886106588516
